contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,contrast_8,contrast_9,contrast_10,contrast_11,contrast_12,dissimilarity_1,dissimilarity_2,dissimilarity_3,dissimilarity_4,dissimilarity_5,dissimilarity_6,dissimilarity_7,dissimilarity_8,dissimilarity_9,dissimilarity_10,dissimilarity_11,dissimilarity_12,homogeneity_1,homogeneity_2,homogeneity_3,homogeneity_4,homogeneity_5,homogeneity_6,homogeneity_7,homogeneity_8,homogeneity_9,homogeneity_10,homogeneity_11,homogeneity_12,energy_1,energy_2,energy_3,energy_4,energy_5,energy_6,energy_7,energy_8,energy_9,energy_10,energy_11,energy_12,correlation_1,correlation_2,correlation_3,correlation_4,correlation_5,correlation_6,correlation_7,correlation_8,correlation_9,correlation_10,correlation_11,correlation_12,ASM_1,ASM_2,ASM_3,ASM_4,ASM_5,ASM_6,ASM_7,ASM_8,ASM_9,ASM_10,ASM_11,ASM_12,ID
241.3214208143292,3.754648889779953,0.5328396868286891,0.08059567143983437,0.7231305878513303,0.006495662254837734,208.35117745535663,2.641568080357116,0.7165341407859976,0.1109043418846456,0.7553929996555526,0.012299773048866355,241.32142081432858,3.7546488897799715,0.5328396868286872,0.08059567143983451,0.7231305878513359,0.006495662254837757,208.35117745535797,2.6415680803571044,0.7165341407859992,0.11090434188464594,0.7553929996555525,0.012299773048866432,253.55093764990698,4.849345708899136,0.3769447110232007,0.06129829355697029,0.7093545633771557,0.003757480792996506,229.12961469534014,3.4835461469533846,0.5612123852773252,0.08782551645586129,0.7239384737515642,0.0077133213407387605,253.55093764990684,4.8493457088991,0.37694471102320076,0.06129829355697026,0.7093545633771535,0.003757480792996502,229.12961469534073,3.4835461469533815,0.5612123852773279,0.08782551645586106,0.7239384737515561,0.0077133213407387215,278.6424297613913,5.767420683028194,0.30625754306258013,0.0530940187855337,0.6808611829855502,0.002818974830798606,221.24731339928215,3.933801708633096,0.46218057327402917,0.0747071071486888,0.7261507512340972,0.005581151858525671,278.6424297613902,5.7674206830282015,0.30625754306258035,0.05309401878553383,0.6808611829855635,0.0028189748307986193,221.24731339928056,3.933801708633102,0.4621805732740292,0.07470710714868922,0.72615075123409,0.005581151858525732,001
241.65832967429017,3.7097589534006317,0.5317165445941232,0.08373195083901465,0.6976068347010749,0.007011039591307165,207.18015568591943,2.5766583935016327,0.7394714112960742,0.11801271237732132,0.7335765686495451,0.013927000282652367,241.6583296742898,3.7097589534006468,0.5317165445941223,0.08373195083901465,0.6976068347010861,0.007011039591307166,207.1801556859196,2.576658393501625,0.739471411296075,0.11801271237732094,0.7335765686495493,0.013927000282652278,254.60743442863304,4.737629958728931,0.37998180671517073,0.06428000655410669,0.6816556965866298,0.004131919242595998,232.42293365036303,3.375039628623347,0.590743147387601,0.09441058617390928,0.6921633162279599,0.00891335878170115,254.60743442863279,4.737629958728902,0.3799818067151717,0.0642800065541066,0.6816556965866266,0.004131919242595986,232.4229336503624,3.3750396286233553,0.5907431473876013,0.09441058617390853,0.6921633162279632,0.00891335878170101,269.60416407847543,5.512671809177446,0.31202919868262474,0.056378255070846664,0.6631178188075045,0.0031785076448334476,223.5517670454518,3.7444147727272856,0.4924497040660629,0.08080085528875339,0.6949588677478543,0.006528778215394067,269.6041640784755,5.51267180917743,0.31202919868262474,0.05637825507084668,0.6631178188075119,0.0031785076448334493,223.55176704545508,3.744414772727277,0.4924497040660617,0.08080085528875285,0.694958867747846,0.006528778215393979,001
189.17836636809685,3.329423640821036,0.5202263159584146,0.07342647342239192,0.7954234084937732,0.005391446999249227,182.77096532534162,2.507266695205484,0.7112933039728497,0.10390217147699991,0.797476015264499,0.010795661237635893,189.17836636809716,3.3294236408210445,0.5202263159584106,0.07342647342239184,0.7954234084937737,0.005391446999249214,182.77096532534154,2.507266695205484,0.7112933039728527,0.10390217147699961,0.7974760152644893,0.010795661237635831,214.95730578706863,4.545213818780969,0.3648322415639759,0.055822997129159904,0.7677263243768669,0.0031162070084821947,169.9157753436453,2.9938036941581654,0.5520101892740648,0.08134232371144111,0.8076879854244686,0.006616573626776875,214.95730578706852,4.545213818780963,0.3648322415639763,0.05582299712915996,0.7677263243768679,0.003116207008482201,169.91577534364424,2.9938036941581556,0.5520101892740612,0.08134232371144108,0.807687985424464,0.00661657362677687,234.46508001993007,5.394125620844311,0.29523121416416037,0.0486173156272223,0.7468632777349862,0.002363643378796954,163.69839439655098,3.522187500000051,0.45067518037615584,0.0688572097072262,0.8104866301779065,0.004741315328664926,234.46508001992987,5.394125620844333,0.29523121416416015,0.048617315627222234,0.74686327773499,0.0023636433787969473,163.6983943965503,3.522187500000047,0.4506751803761563,0.06885720970722536,0.8104866301779108,0.004741315328664812,001
237.35592650553477,3.555543963368688,0.5353199251448418,0.07776945206181059,0.7339069532765268,0.006048087673994254,224.97374535315942,2.7307969330855166,0.7390525374811625,0.11155526220389157,0.7394829694861514,0.012444576525379,237.35592650553428,3.5555439633686796,0.5353199251448433,0.07776945206181059,0.7339069532765259,0.006048087673994254,224.97374535316087,2.730796933085556,0.7390525374811627,0.1115552622038921,0.7394829694861499,0.012444576525379118,260.58221293393603,4.624219203529527,0.3813741707933705,0.05964984490437937,0.7080973436688583,0.0035581039971165134,230.8592175839561,3.3448052705223987,0.5900695011395882,0.08861972364681445,0.7248575094392812,0.007853455419237763,260.58221293393615,4.624219203529538,0.38137417079337066,0.059649844904379405,0.7080973436688613,0.0035581039971165174,230.85921758395557,3.3448052705223903,0.5900695011395874,0.08861972364681525,0.7248575094392833,0.007853455419237907,266.4680795395083,5.301802430373852,0.3126203064667602,0.05221864650503682,0.7016884554835091,0.002726787042817994,197.70485720973963,3.5546114232208597,0.49112496420077656,0.07552690485652679,0.7586623308001201,0.00570431335720685,266.46807953950866,5.301802430373836,0.3126203064667617,0.052218646505036714,0.7016884554835093,0.002726787042817983,197.7048572097392,3.55461142322086,0.4911249642007769,0.0755269048565264,0.7586623308001121,0.005704313357206791,001
246.80106918885735,3.7824040757113457,0.5258002206187093,0.07767473050668235,0.6859904491133153,0.00603336375928573,207.74372138278375,2.634895833333411,0.7215028448514152,0.10906719342040164,0.7287208546632601,0.011895652680603302,246.80106918885798,3.782404075711358,0.52580022061871,0.0776747305066824,0.6859904491133139,0.0060333637592857375,207.74372138278173,2.6348958333334127,0.7215028448514154,0.10906719342040197,0.7287208546632595,0.011895652680603374,253.05755897764504,4.82041278630756,0.37165594183207085,0.05910515333967011,0.6782643390591535,0.0034934191513059172,235.6393784466909,3.4816119025734236,0.5657951498810927,0.08643462967167835,0.6835646701677227,0.00747094520648018,253.05755897764536,4.820412786307564,0.3716559418320718,0.05910515333967012,0.6782643390591628,0.003493419151305918,235.63937844669132,3.4816119025734222,0.5657951498810929,0.08643462967167843,0.6835646701677148,0.007470945206480193,275.34442929332926,5.682670822399763,0.30209669974529163,0.05138252828633093,0.6501709911926581,0.002640164213095598,226.47708717712183,3.892412361623602,0.46556618221674456,0.0735245047462831,0.6868911714420959,0.0054058527981862056,275.3444292933289,5.68267082239978,0.30209669974529113,0.051382528286330956,0.6501709911926582,0.0026401642130956006,226.47708717712436,3.89241236162361,0.4655661822167446,0.07352450474628291,0.6868911714420991,0.0054058527981861795,001
311.1583961493599,4.478149997817815,0.5652683546034762,0.09586018707332193,0.6629576323748335,0.009189175465732276,223.38243125000312,2.7932562500000038,0.7368103453850333,0.1300208769294332,0.7505942145450903,0.016905428437498815,311.1583961493595,4.478149997817802,0.5652683546034752,0.09586018707332178,0.6629576323748224,0.009189175465732247,223.38243125000128,2.7932562500000118,0.7368103453850305,0.13002087692943323,0.7505942145450972,0.016905428437498822,368.0903907879429,5.865971849280052,0.4166111802667952,0.07396321562784348,0.6013247950778989,0.005470557266010871,252.19695030120448,3.5622866465863456,0.5969502083287811,0.10634550263512295,0.7108243295522898,0.011309365930716943,368.0903907879435,5.865971849280025,0.4166111802667945,0.07396321562784362,0.601324795077892,0.005470557266010892,252.19695030120536,3.56228664658635,0.5969502083287804,0.10634550263512292,0.7108243295522998,0.011309365930716936,387.64611882142054,6.683689105430641,0.34590436333016017,0.06443831686778795,0.5803569921363216,0.004152296680753445,256.93843245968,4.1356854838708434,0.5030279991204318,0.09186104446982116,0.6990184379017927,0.00843845149108646,387.646118821422,6.683689105430637,0.34590436333016067,0.06443831686778805,0.5803569921363253,0.004152296680753458,256.93843245967787,4.135685483870856,0.503027999120432,0.09186104446982125,0.6990184379017927,0.008438451491086478,001
267.4357523261903,4.160964928243007,0.5198483371046506,0.08352642189346397,0.6814012962611671,0.0069766631543249375,224.57188715953248,2.796145428015637,0.7268305707665844,0.1185951164552049,0.7256520505449109,0.014064801647023614,267.4357523261912,4.160964928243008,0.5198483371046481,0.08352642189346389,0.6814012962611641,0.006976663154324924,224.57188715953225,2.796145428015654,0.7268305707665839,0.11859511645520515,0.7256520505449118,0.01406480164702367,293.0571675050401,5.374377293382961,0.3746359706883529,0.06419625120320681,0.6509954832180412,0.004121158668545231,247.96947631835897,3.6485290527343937,0.5774211337893302,0.09530551486135828,0.6887966465195932,0.009083141162988586,293.05716750504,5.374377293382959,0.3746359706883524,0.06419625120320678,0.6509954832180386,0.0041211586685452285,247.9694763183592,3.6485290527343808,0.5774211337893285,0.09530551486135892,0.6887966465195965,0.009083141162988705,319.19825855207927,6.251718934443091,0.31002972396937295,0.056496304625271374,0.6199811752103986,0.00319183243631146,240.3386090686226,4.071476715686204,0.4804833196079444,0.08162302634190502,0.6895325823520649,0.00666231842921132,319.1982585520795,6.251718934443088,0.31002972396937456,0.05649630462527127,0.6199811752104029,0.003191832436311448,240.3386090686265,4.071476715686193,0.48048331960794355,0.08162302634190467,0.6895325823520664,0.006662318429211264,001
284.5567679241942,4.0784513846363275,0.5553894104400531,0.08896752442725823,0.7042159046843586,0.007915220402714791,207.22866443452315,2.6213727678571477,0.7485201838518623,0.12459625573580461,0.777447939932758,0.015524226943382026,284.55676792419337,4.07845138463633,0.5553894104400525,0.08896752442725829,0.7042159046843565,0.007915220402714801,207.22866443452273,2.6213727678571623,0.74852018385186,0.12459625573580459,0.7774479399327531,0.015524226943382019,316.9091032995884,5.276270955431335,0.4006645263071554,0.06835610824311393,0.6703904027296869,0.004672557534144308,242.19287226095523,3.3848169820716842,0.6053375521546838,0.10145192014968456,0.7316161580608005,0.010292492102057972,316.9091032995892,5.276270955431355,0.40066452630715665,0.06835610824311394,0.6703904027296836,0.0046725575341443094,242.19287226095673,3.3848169820716723,0.6053375521546832,0.10145192014968453,0.7316161580608005,0.010292492102057965,328.83984338642415,6.000632907465241,0.3282185558758041,0.059545965376858016,0.6578156845993631,0.0035457219926619734,257.9154312500029,4.028193750000023,0.5074358680509606,0.0874119744728884,0.7066214190226943,0.0076408532812488935,328.83984338642415,6.000632907465207,0.32821855587580345,0.05954596537685798,0.6578156845993639,0.0035457219926619695,257.91543125000175,4.028193750000022,0.5074358680509603,0.08741197447288834,0.7066214190226875,0.007640853281248883,001
246.54601245819413,3.877701064776507,0.5479080340904601,0.09050515434249257,0.6829713551890799,0.008191182962558401,206.5586245078732,2.609092027559048,0.7503865594359727,0.12771327575844965,0.7261648972266502,0.016310680804953806,246.54601245819336,3.8777010647765042,0.5479080340904604,0.09050515434249261,0.6829713551890731,0.008191182962558408,206.5586245078728,2.609092027559045,0.7503865594359715,0.12771327575844976,0.7261648972266463,0.01631068080495383,284.0748355768646,5.079679144385009,0.40481908555982876,0.07039366172109635,0.6347823523266911,0.004955267610504146,243.48728384387073,3.472140563241087,0.608820833656123,0.1042766848035466,0.6670940749354688,0.010873626993618206,284.07483557686436,5.07967914438502,0.40481908555982904,0.07039366172109626,0.634782352326698,0.004955267610504133,243.4872838438709,3.4721405632410933,0.6088208336561275,0.10427668480354627,0.667094074935469,0.010873626993618137,291.4768307323025,5.721999569058375,0.3399895003137319,0.06228257834205137,0.6253880404777017,0.0038791195649337663,241.3623635912671,3.932490079365087,0.5137875542062602,0.09010692804523787,0.6612915472874978,0.008119258481749676,291.47683073230456,5.721999569058366,0.3399895003137318,0.06228257834205131,0.6253880404776984,0.003879119564933759,241.36236359126897,3.9324900793650923,0.5137875542062621,0.09010692804523773,0.6612915472874993,0.008119258481749651,001
259.5285526975695,3.676044253508991,0.5784851217366404,0.09684441738516443,0.6756171512203115,0.009378841178671937,232.58823885658845,2.867126937984488,0.7556617769456749,0.13210403783525945,0.6999359577657852,0.01745147681237966,259.5285526975695,3.676044253508991,0.5784851217366408,0.09684441738516435,0.6756171512203121,0.009378841178671923,232.588238856588,2.8671269379844824,0.7556617769456727,0.13210403783525884,0.6999359577657905,0.017451476812379497,272.6693697728206,4.574938574938578,0.42738891483428476,0.07503202721380728,0.6592209011675297,0.005629805107813516,265.8545476653694,3.775547178988434,0.6129123360343113,0.10787483430058847,0.6440905924466375,0.01163697987537942,272.66936977281995,4.574938574938582,0.4273889148342842,0.07503202721380717,0.6592209011675293,0.0056298051078135,265.85454766537015,3.7755471789884223,0.6129123360343088,0.10787483430058907,0.6440905924466298,0.011636979875379547,289.43967560293896,5.320523932768828,0.3551369664760157,0.06570463800721431,0.6382926743328399,0.004317099455659071,267.88804931640715,4.240979003906245,0.5152425203573024,0.09287623602811895,0.6278618071663756,0.00862599521875086,289.43967560293936,5.3205239327688245,0.35513696647601545,0.06570463800721442,0.6382926743328462,0.004317099455659085,267.8880493164062,4.240979003906253,0.5152425203573017,0.0928762360281197,0.6278618071663746,0.008625995218750999,001
