C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,ID
3577.4049003021823,1841.018774893786,-57.26837003603698,713.269937751177,-941.6419845765233,-1149.1707073520352,522.867494013919,1485.7200210272308,390.2763747929395,-320.1097812935645,-180.56813198660467,-186.13415368446266,97.30368273506086,114.43520951223883,-377.8198223783727,-88.95429858703723,792.5193105183906,-344.29147571422516,-402.44123441835626,-1117.879343055061,924.9060323381232,-670.3256666212219,53.08806480806727,-773.8013781324199,-44.98858258424906,-825.7399411075734,420.60951113117585,462.5477108816832,88.46178567506335,321.32554498807536,-228.0523642140436,0.0931845774171268,-117.00543413478132,38.68893380367844,-181.8059351370767,-57.28952347063786,49.90357136927714,-45.311374986941296,-25.85240701087051,35.64546077568945,005
191.7001902363654,2865.00168433306,1038.2564864450176,2407.1720304317964,-194.93747745842109,1102.6428766407835,-284.96044831114426,895.4273674294328,-190.62858709866276,2626.173811877165,-1626.8924279474109,4581.685061151812,2425.472709195801,1924.852211708432,-399.93309313415057,394.0654690990933,-95.21257953390104,-532.0209730575839,-199.80303552207766,124.93211448501809,-388.41825162205004,-217.21578318441126,53.14691984570858,0.9118369139383612,-58.541480815267256,48.991612366100746,-19.481598789757317,-34.050005507826384,0.10985877345148008,25.040815382023595,54.19074225322733,-43.33362379998584,-18.855664617735748,-42.52209317074534,-53.88925223330704,1.0849793835941584,-13.364764696201535,11.662316950719648,-12.550302203058965,-7.4314178049318285,005
3578.004150587914,-1755.485764284926,513.8686236809206,113.6911039759637,-585.9000742044884,-389.84499358867214,1102.03632017212,-752.3695084605212,343.69065827272175,160.28040517144757,155.7383996614117,106.66491439999682,206.00053896400146,-163.28105953440786,-336.4215351701211,-42.933864962305826,-274.2250339267528,92.9450287410975,337.01720228304265,-258.6583568339041,79.72287578970445,245.2121634429403,17.839689508167663,15.259535959850933,-457.705157763341,76.57785716948142,-55.57797498467423,186.86850950618665,-303.5230570518939,86.0965313926824,44.356158274337915,10.376297067955239,-77.27932797413357,40.59887975036227,15.223975771546247,51.7579197291988,-56.082824335589386,160.0038145021292,-228.6870715226137,-249.7467347137807,005
2173.113349577259,1036.3664715954178,303.0661667366871,918.642678489079,-793.0571097060819,-727.4917128283159,208.28740591507872,-630.3663954162084,-109.34067697331845,86.33216415013383,-177.2503978344555,243.302933056947,-409.8780091709296,57.85480628941436,197.89137433372963,-175.20090662454686,342.78669808992476,-76.67434508821505,-347.97970663979424,-784.0536970908696,97.48588767521152,473.3920632509245,53.84925181664146,-423.9515735757538,1.8139032115786387,-523.7358360581735,-51.79928103524423,52.4517117127859,-108.9227876501963,-254.24236118494676,76.29838350454907,-178.96837946976325,-47.21416773950228,-70.85937843166373,13.2499548803461,192.51337598054735,-6.292270067167176,27.40009530813631,-131.43777930646058,102.12552012190599,005
2524.0284597006366,1178.2911495063818,179.28106360020223,828.1975089076609,-835.4703258475419,-803.8724162477357,282.24300304511246,-677.9574544522168,-68.10620609728875,29.31002273913972,-2.442357080726952,175.24360592625428,-337.3615684228631,-26.313364378659486,222.9550800422823,-25.24116644783214,317.8643860422917,50.011483926750834,-560.4545028471205,-573.6254388614651,-83.75469166591361,150.1500125166521,332.50137030253177,-403.2756082079865,222.75667626094094,-428.15507704934595,295.6888890139467,96.43923046511344,-326.568164027959,-248.56503485912523,-22.59882416567305,-240.86665219225435,-154.47739754840714,47.17515490492084,27.079197381459927,281.7931147310693,-62.99078156978473,-197.0821652584859,-146.47946863979928,-69.85375915558889,005
3740.824089198713,-1186.1009036816213,229.96579224956096,-257.5670131611739,-500.7390034727232,-461.3259045677252,1069.4527852156666,-343.4916862533163,296.8087076384718,-422.3145920891071,-388.43468788753086,62.61727966550262,-223.12265459964362,181.4893670439597,-729.4471951974713,-134.53717710850418,331.6324460643522,-42.75608282710563,67.35330480878108,-462.25973029851394,123.78624115707153,546.0815224097562,468.06789715803427,90.24649652949034,-141.83723164823084,83.87760658586677,410.5129154515404,-521.8262384931816,148.05917069754702,-306.9464690099738,460.90262796510535,92.3094341955643,64.28038705896445,-53.45979934643055,-16.26064592309173,-225.58513391873885,212.03787198702477,18.576013107519042,-127.84601494012253,107.01524182336385,005
1106.7229926187315,-4542.070304900841,1437.6588256125417,1042.8679719507747,545.3864958393815,490.84261268572936,-1312.454553059041,-280.95956504205304,-497.7086794777315,1269.847016299753,959.4747900268277,170.8198569044857,-870.8109239309125,-286.88753461729027,-160.4261223197974,437.21845590884203,204.66340931143847,-529.4231132516998,690.7115067331775,-386.30318878570813,-242.62268263762797,546.69644544679,-62.288394807506464,349.2744140627663,-145.0531259827195,262.72091341159825,-80.37998991207344,16.307919700535788,64.98324632092557,889.4498908911282,-12.917815513868,183.46126458414534,-144.6048312211408,-344.5305263293477,-40.67691460809328,-16.201539629390254,-255.9167736589456,-45.66599582432116,-290.73977472843893,-82.83414142229822,005
1883.6469256557232,2083.5866776309304,140.22860247507558,735.5649664739664,-1628.5907006478496,-1387.5220270867353,24.683107006148006,-218.45670958570236,3.1073870809836284,69.16383985817137,-438.79060496064153,206.6126966317425,-226.92718227007782,-225.98128378809702,170.91342480309183,-511.1288967121835,-30.59369188690765,10.71331560001218,-354.0149479207863,-850.0821955051044,587.6298785509654,152.3545499765346,47.233708547139535,-335.41568447582085,-189.02730825269896,-376.06840369870287,58.75677348392914,-221.2677413583036,15.865226424725307,-83.89547939941112,20.647155329907125,-155.88663262711015,144.38241909114754,-179.4714707774884,95.95017055590706,222.88192708292846,-49.98672631875717,-25.94005873668047,-179.2951915877931,-148.2178687295753,005
1348.3001865984609,132.01605822061606,482.1191964011716,558.7453190426243,-1110.1642164060663,-663.3409191904747,-371.5236622070429,-423.8304592080654,-221.97594230872744,103.11484108275461,-174.10744113046354,132.87098046865117,-704.2999800096693,-18.139499241498754,215.253996805115,-172.14790851945637,83.06323931165181,87.04359597005192,-89.14758908224627,44.783716079130805,-234.77959424843812,357.13848835555416,16.21127754902436,51.39428757910102,-398.17539404300425,163.28364686855195,125.70187417666116,65.6537605420114,-100.15617421785683,111.7960780904457,183.22858698313885,-112.52339376687905,-47.84562952431769,2.3904969730711096,-136.48012877792547,4.594478972949914,220.84160100287184,69.66444853706017,-134.95145797312492,-95.08408739555153,005
1043.3137068501749,-672.2777825558745,415.9887090391576,248.7250654636339,-538.4972529032954,-157.99299012449345,-161.92136194143185,-682.5256855573297,-182.09766110912923,-334.65324310440724,-484.378964647343,74.46667808346322,-611.1248809864488,564.0114616832362,-27.97980634409505,-367.25894927550314,262.77337914511156,-335.4703032044257,84.2186774419841,0.8048163656003923,73.74092717494226,717.7595265821602,-91.65292463205095,166.04235525315394,-174.53448269656113,179.69421497801943,-96.6796178329519,106.22082750392275,162.30941800683036,132.3626022094334,-120.34608004792479,113.34850193935705,-166.4776549556415,130.7314845105594,-135.74836905890504,-141.77212632925418,30.32069914951908,137.4997996947883,-9.076771775977582,17.865291203980817,005
