C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,ID
3577.404900302214,1841.0187748936746,-57.2683700326664,713.269937755314,-941.6419845732992,-1149.170707365655,522.8674938823424,1485.7200210081364,390.2763754852002,-320.1097750889998,-180.56811593111024,-186.13414695754767,97.30370490763485,114.4350725407992,-377.82011143490683,-88.95388152340497,792.5194870363327,-344.29037173428094,-402.4405478721629,-1117.8823783200112,924.9095189468006,-670.3301554316597,53.103986155610684,-773.7914928372938,-44.928889583854534,-825.7385942252464,420.73311001942335,462.5282788071872,89.39111118269753,321.22899898660916,-228.49132337040567,-1.077934326060751,-115.3707145547495,41.29741566442047,-179.05101768791553,-52.00032674903007,46.97039575787595,-45.47578891620922,-21.386406734909283,33.12372674759785,195.52756320944587,2.907937511909836,177.51998814189406,-213.21837138611363,209.66562604567062,186.98816927151594,-187.34806933598773,-209.1973804643479,181.41898872821506,-36.37153607760943,181.36470681903333,-43.097916327721464,9.785587309995877,-64.03063261221374,-293.064098938452,-14.226855984179004,-73.10251908416622,89.98048505432031,-49.98358127421525,150.37867159681073,005
191.70019023642524,2865.001684333099,1038.2564864449732,2407.172030430968,-194.93747745987181,1102.6428766382594,-284.9604483080805,895.4273674361965,-190.62858708552147,2626.1738120233854,-1626.8924255513978,4581.685056771276,2425.472709767072,1924.852218429889,-399.9331373684209,394.06541236338813,-95.21241351210209,-532.0210462529551,-199.80286337591204,124.9322774601126,-388.41726730755596,-217.21544473545262,53.14857258131155,0.9126875149558541,-58.540841590623586,48.9904159682671,-19.481313335638454,-34.04740931371127,0.02720587565946262,25.027660384209696,54.17563004706956,-43.22971563128622,-18.79592374520963,-42.9784471367564,-53.756249112952126,0.6575285421724744,-14.371514564679591,11.391863543668405,-12.254631548734642,-7.9140848870402944,-29.22906845906928,-29.50225486061591,-8.75984052222224,-0.41509551996171706,22.685778307774203,1.324636970221812,-1.687024787528962,18.494515661024508,6.7942772236989795,-5.673837182520647,1.7965487073501938,22.770771413006816,-6.0703710162797995,-9.293394236524986,-8.654070146473472,-3.013097792802694,-2.2793786413584702,0.21688391205866606,-4.934901762336237,4.59886138123656,005
3578.0041505879044,-1755.4857642851314,513.8686236838723,113.69110397604064,-585.9000741854479,-389.8449936023468,1102.0363201826026,-752.3695085359731,343.6906591882951,160.28041031040954,155.738401616459,106.66495343276176,206.00054610178842,-163.28114989634875,-336.4216746377412,-42.933322147045956,-274.22539552781063,92.94631712782913,337.0181292617356,-258.66049462128416,79.72073790763686,245.20736046325192,17.82586425297695,15.259083649945959,-457.679008682769,76.58598194559957,-55.41826236184062,186.85888820553097,-302.7014349161333,86.15629416164002,43.56657154883537,8.793657273703852,-76.16868862159745,44.04536505680006,16.714201444311225,55.79358958489691,-59.93938601948523,159.81448201055682,-227.38685800481113,-240.5351173295254,6.964666451691627,-125.68345996734803,-35.56411695691421,144.7019600448715,-151.30997087465005,-93.04033515111624,-143.93938816892262,-77.6233269410277,56.95089968175187,233.588026914935,141.1988425103559,-109.1276157575394,135.6844092265183,17.51865576253745,-33.894754763040204,3.1327218646773636,40.48107410751075,-100.53664882815809,36.52734157213282,-76.78235820761383,005
2173.113349577265,1036.3664715952693,303.06616673614354,918.642678489458,-793.0571097137894,-727.4917128311986,208.28740581700725,-630.3663954112598,-109.34067713279497,86.33216644860755,-177.2504045408347,243.302949649022,-409.8779887808118,57.85479826936799,197.89158441726028,-175.20043249319778,342.7864049331252,-76.67458959504869,-347.98033687264257,-784.0541141231774,97.48205732896932,473.3957636016996,53.8546426680693,-423.95386227462893,1.8187918214238747,-523.7675663271367,-51.78801658903991,52.49124966811071,-108.89935963098948,-254.22585804034574,76.59691031820627,-179.0580437551956,-47.72831245441624,-70.28958417686584,16.918294794496937,192.96195747044857,-4.810917785635603,28.75550483316355,-131.15229340661165,76.96297577487042,-143.33471620662172,339.9639949758723,-52.05619339716525,90.16287613446016,-224.81636448765104,26.18125329008423,131.9642671609576,-2.8334203292922746,-127.98773156026515,-24.632540640820817,39.56225072586451,-48.63312471082327,54.91850223555946,43.66238234621571,311.5611428186504,-87.12694387606913,-68.14988356543009,-40.01809993325604,39.5136603162591,-60.19100484888075,005
2524.0284597006457,1178.2911495064254,179.2810635961882,828.1975089108255,-835.4703258618557,-803.8724162375984,282.24300297375987,-677.9574544462481,-68.10620710649701,29.310019924814117,-2.442372318604569,175.24358633034387,-337.3615597713335,-26.313317104336495,222.95555957783634,-25.241418293784438,317.8640772218548,50.01044617219346,-560.4562713667516,-573.6247355122007,-83.75884727261369,150.15842382602418,332.5001052776992,-403.30075649226245,222.75022053691623,-428.1590760706953,295.5449807881254,96.43125547603306,-327.1436660748326,-248.63137630095252,-21.690572080583657,-239.35772077024777,-156.64157402150917,44.560994430697036,26.408892263920006,277.9678337953623,-58.94394962930094,-193.95448989050468,-152.61924427141332,-82.40335502432404,107.43452806116882,423.2113539722568,-87.89663147423948,214.50064786055535,-248.93905849237805,-0.4178707717611756,34.960264072468455,-62.88811668313576,-124.54266398787466,36.370337556836745,-84.30488352650913,-53.799536250914684,59.33117011598761,-89.1622296990212,85.34997834025033,-209.272048159656,-117.90219490998743,65.12392312049879,-43.18985598302931,48.555536711422796,005
3740.824089198659,-1186.1009036811618,229.9657922486061,-257.567013151933,-500.73900348348224,-461.32590457693925,1069.4527854651071,-343.49168555799423,296.80870694049474,-422.31459815202646,-388.4346791329642,62.61720758845025,-223.12263862168953,181.4894680344214,-729.4473344219612,-134.53872480157926,331.6346103753575,-42.75886246431,67.35318074113765,-462.25594221718825,123.79672948254009,546.0844609022452,468.11246840741217,90.27873017077151,-141.93959484567986,83.81909735402171,410.2858447426028,-521.9892727463873,146.8182726909096,-306.42394013508545,461.94860338979424,93.86950766640787,63.71244729860632,-55.672772230769546,-21.95306675978146,-236.99754904036172,212.57063334443228,14.056771807774947,-119.03232765937526,108.20834769043068,-2.526390754265338,-251.28654733212227,133.82576024823513,-77.4604187119965,205.34750471170074,-18.72914382587902,15.623770660701828,271.2072674495371,267.5512675944934,-147.74298349333552,-26.583155519029788,-153.3418645680392,35.19707202266122,138.41931571931406,160.0791872120648,-106.0237516346406,65.73886732957465,111.94116675670561,-202.6587793796123,79.99631859316105,005
1106.7229926185971,-4542.070304900933,1437.6588256088492,1042.8679719506151,545.386495822458,490.842612688374,-1312.4545532283923,-280.95956507559436,-497.70868040879014,1269.847014976876,959.4747835228201,170.81984078800645,-870.8109130487156,-286.88749967907427,-160.42583475447182,437.2183180452721,204.6635646658335,-529.4236629725636,690.7099111912088,-386.3014736714449,-242.62539383323642,546.6975603890511,-62.290495257159414,349.27422233545843,-145.07146715346877,262.7306995400623,-80.54235385235204,16.293714953161697,64.46436927989687,889.0923118921704,-12.22282853805808,184.93438861501576,-146.3011462388825,-347.6730117577389,-37.44993678565887,-19.213707629923494,-251.62784472672914,-41.735124867247684,-290.8214697829251,-73.44301216439209,13.629171076936728,92.56310505010478,-229.04624421650712,132.35165338419517,80.73960615188723,190.86723939418349,208.3806018519997,-92.12119453612232,-95.18436430013541,-261.04028270476067,33.90651043817323,-6.937132191798819,12.239070229174375,-60.87723153083672,5.227489168945294,-107.02033982849584,104.42605853289417,75.81459297489987,-188.3323773946629,64.54224527448542,005
1883.64692565578,2083.5866776310545,140.228602473742,735.5649664634822,-1628.5907006415655,-1387.522027099544,24.683107189028767,-218.4567097568076,3.107387475483376,69.16383739089203,-438.7906056352167,206.6126862797549,-226.9272347926938,-225.98117159689292,170.91310764938802,-511.12919879131954,-30.593475292798413,10.713239978548952,-354.0130572128905,-850.0809081576806,587.637011156879,152.35284341256727,47.2132420769394,-335.4262108459299,-189.04087443040692,-376.04530475288726,58.8056066570753,-221.17656491607937,15.15668487135196,-84.08338343025083,19.933538402309047,-155.79271281921683,145.43379357341325,-182.21929527258885,92.98192606408183,215.14545499228987,-58.26196207940443,-26.297111084808925,-183.8437528000181,-153.86934754678822,-48.198249013292646,-132.95978728829704,-27.150245600848407,31.231326838921024,-172.73171831183214,-181.6725277367463,191.08494659734666,266.33451388366785,-155.8257115039532,-184.94804343378303,-24.384874208010842,172.0955753076327,-180.27018650575994,212.94429945469363,9.177921658857223,375.9724844440774,81.17484530985841,-15.716642674005849,-32.356425031482296,-157.30291894274296,005
1348.3001865984425,132.01605822075243,482.1191963996524,558.7453190428702,-1110.1642164151249,-663.3409192073462,-371.5236622174623,-423.83045908515214,-221.9759424479403,103.11484207442207,-174.10744050564443,132.87096266799693,-704.2999538466422,-18.139477126868453,215.25394244779088,-172.14808321618796,83.06396840860869,87.04270163244918,-89.14759044381383,44.78266698875011,-234.77668678531316,357.1423650411636,16.231262506124,51.376891594038185,-398.15589740836674,163.25575722726563,125.72890285234732,65.65524393776782,-100.63885986117829,111.83380622695617,183.77397295498767,-112.42254010348026,-47.001633151893635,1.6226996764722628,-135.70524594238532,2.1086035871147746,218.33333434610532,70.4990085383324,-128.40642566730898,-112.43948513813642,-76.7275495452219,-94.81203207922283,148.8975006411764,-83.22820590882667,-43.46865249641829,-66.06694264611251,-8.07693538707652,54.671147561547166,-77.18409870612679,-54.62199773974193,27.02940565485483,14.453555410602377,-176.08557467775674,4.225874340163446,130.20730608081183,-71.4047419147738,-96.33961100856314,3.0911147012569864,-17.419458928772134,115.55030373689591,005
1043.3137068501644,-672.2777825561874,415.98870904784076,248.72506548324952,-538.4972529000486,-157.9929901232801,-161.92136212609333,-682.5256852099158,-182.0976600553145,-334.65323030099256,-484.3789453826335,74.46673124222617,-611.1247993646596,564.0111772733762,-27.97986945601383,-367.2574516421893,262.77315191856184,-335.4685263678312,84.2180506152503,0.7986591565498754,73.73613702634782,717.7530874641475,-91.60320589784752,166.10087944328205,-174.45684613457792,179.6288910359401,-96.50432386676847,106.14251728679024,164.57535409759387,132.84348323417115,-120.51604818283096,110.54950297640227,-165.43474312918713,139.83867957249333,-126.5068647454186,-129.5630023259007,32.79675847320891,134.8020890583441,5.504580912780904,8.199946671399134,-318.56361341774243,-85.9681848556585,-69.8275858608043,-188.46765660062295,-82.6457370137518,-4.35085542488586,-15.062801218082987,61.14877003185776,-180.58879286269058,224.34724076966197,170.16299157659492,-180.06853370375515,270.46821960461034,159.14373797176583,30.883877703993534,-10.966803661963194,-141.42703708716618,86.83626138074563,203.37088667843042,-79.52025867855907,005
