1.200087022422417e-06,-3.0914810190747926e-07,-2.8625579677148276e-07,7.611448864551154e-07,6.010659922245221e-19,-1.0374768435443495e-18,-1.0180830040855751e-06,2.1531004458346932e-07,-4.901291370009189e-07,-8.860065115098893e-07,2.13627232212812e-07,-3.607857892986367e-07,6.346715819395116e-07,-1.7887598297213557e-06,-1.8159673499413061e-06,1.761734269632671e-06,7.133519129671381e-07,4.92824321614382e-07,7.956669477973302e-07,1.969585670649344e-07,-1.9137719898512867e-18,-3.190695047598781e-08,-3.7603833876664574e-07,1.194176607669754e-06,4.6788742070697965e-07,8.454987976586265e-07,9.698451942025987e-07,-6.772368038999952e-07,-1.7683087427647192e-06,-1.0032935108273534e-06,-1.857611243825546e-06,1.289867299233437e-07,4.807118259150954e-07,1.2531985660985597e-06,5.5381908347456035e-08,5.522944458789321e-07,-1.7138827240207678e-08,6.275316023109958e-07,-3.393799050331556e-07,-7.690300484300258e-07,-3.987014952738471e-18,1.3606798598350695e-06,5.041320251777685e-07,-8.173880515043057e-07,3.0381693685357964e-07,2.564647065088666e-07,2.952568410964013e-07,2.0583938648610643e-07,-2.445127359938212e-06,3.930975045572383e-06,0
3.087792525001858e-07,-6.917564513168246e-08,-7.060538006555305e-07,-9.53009657937714e-07,1.856498691294575e-17,1.0016751892507893e-17,-8.955998983039872e-07,1.9320793037566927e-06,-1.6312630213564632e-06,1.6257322598722794e-06,3.500713521391182e-06,-1.2618325001909073e-06,-2.269324354174988e-06,-1.8457431999690881e-06,-3.4359922326433454e-08,3.0157019281189747e-07,-3.3339079278743227e-06,-1.9231553974589762e-07,2.3671090592822959e-07,-1.2919265292653048e-06,1.0715732178133936e-17,5.940938591068412e-07,-2.541905867123098e-07,-2.34569472448354e-06,2.338710507999051e-07,7.880183002986716e-07,-6.064296359386076e-07,1.212479449095591e-06,-9.371278131446875e-09,-4.872512712791657e-07,5.407649595936431e-07,-2.217896240728734e-07,2.375769083923654e-07,5.953757199547602e-07,-1.0357041793876458e-06,-4.415655192718748e-07,-5.530638191197144e-07,-4.7422409282828755e-06,-5.583494725246578e-08,-3.2493578699012356e-06,4.184871713983708e-18,1.6766567322832293e-06,-1.7379498514398852e-06,2.0257678987111426e-06,1.3132397889708388e-06,-1.6011584659062573e-06,-1.2354959020581277e-06,-2.1129709847205495e-06,1.2633508297930625e-07,-3.4270829258766664e-06,0
-7.37380241252769e-07,-1.225230377286387e-06,9.91441414300778e-07,9.12431363997855e-07,2.0837590265216037e-17,2.4460022340941187e-17,7.092527340280716e-07,6.378437141624096e-06,2.6398992700388577e-06,2.3316226026872845e-07,-1.331732146786458e-06,3.158907620848519e-07,1.1626166140138676e-06,-7.988131402764114e-07,-1.2471079666558044e-06,-3.258130998159111e-06,3.474083407035738e-06,-2.2574796675912138e-06,3.10014106983643e-07,8.024776351617958e-07,1.9731156272352463e-17,-7.826100918299722e-07,1.3887055885838762e-07,6.218848182537407e-07,-1.5116235519684988e-08,-6.763237227050701e-07,5.940666363408891e-08,-7.376340694305881e-07,1.6372304409943206e-06,-1.9604839147698403e-06,-9.186191636737217e-07,4.3593222432693474e-07,-1.0467988811973506e-06,-1.2491542603435027e-06,9.379538640510326e-07,-7.312191747066061e-08,1.3046188232231368e-07,2.993598123755676e-06,-1.3937982572688961e-06,-2.7154225016318134e-07,8.731392826510547e-18,-3.5154662438197366e-06,-8.513326829190197e-07,3.893222934586328e-06,-1.2511222204026196e-06,1.4447703593506524e-06,3.817095904753527e-07,-1.253302961990945e-06,-1.1131744032238215e-06,1.3970056018251954e-06,0
-1.1181166813790163e-07,-1.0877457582034162e-06,-7.366292363089074e-07,-1.0509013531345784e-06,-1.0729075291896402e-17,-8.929960310647319e-18,-4.697329295056517e-07,4.262246297952996e-06,6.876013539155483e-07,-5.554754644404626e-07,3.7878080839534366e-08,-2.376401910372407e-06,-2.874740910741263e-06,-1.988711929144685e-06,-3.623863988784935e-07,9.341943500894902e-07,3.5461103466709465e-06,-3.201215292652079e-06,-1.0045897324683805e-06,-1.629514023946345e-06,-4.754818645284285e-18,-3.4369627526545407e-07,4.819627514240906e-07,7.03224211111568e-07,-7.303684531638872e-07,-2.308747918730807e-07,-7.11862804045238e-07,-7.91056849563063e-07,4.450960649126775e-09,-1.484427642761426e-06,3.347681900685133e-06,-7.150025604718542e-07,-7.728230111560565e-07,-5.832613484442825e-07,-1.063519496133453e-06,-1.2169680190706136e-06,-6.61992895452313e-07,-4.985753917655831e-06,-1.077586000776058e-06,8.505917569253959e-07,-2.204438907050218e-18,-2.1003456718182412e-07,2.4144584153890413e-06,8.024527031404344e-07,-2.0316200576728844e-07,-1.2349237947998252e-06,2.7785894603214798e-06,-3.853021505136113e-06,4.851526579706702e-07,-4.250548981570819e-07,0
-1.957179204068514e-07,-7.085829675103749e-08,6.708757127998852e-07,5.818704167441067e-07,-3.3711496733856876e-17,-2.5337439362113832e-17,6.200065830878579e-07,1.4639061028821001e-05,-1.752465281921645e-07,-2.2080845003371278e-07,1.2492884602689881e-06,1.6190219595326798e-06,9.337877407721733e-07,5.501469986451286e-07,1.967983569681264e-07,-3.728894029367233e-07,2.4157888834602144e-08,-1.2056304872302558e-07,4.2939345671514955e-08,7.19776545016796e-07,-2.7239990281298876e-17,-1.1213863484147929e-07,-4.3986848868545787e-07,1.0523704431906026e-06,9.609179241744716e-08,-2.0879600671435596e-08,8.61742838722126e-08,5.6898410224948435e-08,7.140855747507304e-07,-3.034105335972396e-07,-3.719752721794652e-06,5.021405465435107e-08,3.284075213546169e-08,-5.095580549816255e-07,7.891036425493924e-08,3.3017587728492185e-07,3.8397072748313685e-07,2.70875707529355e-06,-1.6432654684542423e-08,6.183388501699485e-07,-1.247365393532344e-17,-7.608431459160066e-07,-2.447965081428629e-07,4.223767265305283e-06,-2.419422302384379e-07,1.219839284530991e-06,-1.6891284242108649e-06,1.3831151891888336e-06,-6.074611182081307e-07,3.911653960325176e-07,0
1.4931106128783225e-06,-5.264654057433643e-07,7.593534209501379e-07,-1.2941765701052576e-06,-6.435169700724777e-18,6.279395958887418e-18,1.9609314855580206e-06,-4.7352459738170046e-06,1.3724079366210426e-06,6.066686859149441e-07,-1.4496678840540786e-06,2.7609885370965437e-06,-2.564792204073843e-06,1.7014154587015966e-06,2.9592923291719284e-07,-2.6718151277383534e-06,6.825812660870403e-07,3.7211614144651787e-07,-1.2299956702383109e-06,-3.92840627224134e-07,7.718394143944194e-19,-3.568136676619438e-07,-9.841406535847877e-07,-1.5512543022149269e-06,-7.60941973125193e-07,6.639496551653722e-07,-8.166202067391851e-07,1.8156022476741453e-06,3.3556958752921013e-06,-2.505271711444886e-06,-3.2150714545436773e-06,-2.663439575494917e-07,4.363472665448111e-07,5.315278450469612e-08,-1.5026067111163693e-06,-5.537368270608608e-07,-1.6980408566243497e-07,-1.6560198098041664e-07,-9.696829965684687e-07,-2.1824119719680053e-06,-1.1034737500764914e-17,1.2020636196396638e-06,-1.003906797939782e-06,1.2715394204153103e-06,2.164939100720521e-06,1.9487286039300377e-06,2.0196893080311141e-07,1.582355449939091e-07,-5.152024333825283e-07,-2.6812279113052554e-06,0
-1.2887879170722815e-06,3.2546909854214897e-07,-2.049510754872437e-06,1.8194802851471276e-08,7.683084363831241e-18,1.928093864517001e-17,-1.951401663284714e-06,8.319913707160266e-06,-6.5843698872540605e-06,-7.735035071381706e-06,-1.3306177685922061e-06,4.595151074476696e-07,-4.917380283109885e-07,1.3950183121137118e-06,1.6342579578451335e-06,1.0433455628049924e-05,-6.488361986580957e-07,-8.051818910066052e-07,-2.1889213212802528e-06,-4.6211575348528176e-07,2.4068830988967658e-17,-2.2558477479599502e-07,-1.1761945911609162e-06,7.288796190514678e-06,-6.926853147493879e-07,-4.788556764348732e-07,5.792711220130113e-07,-3.196224359091397e-06,-5.2623572013337774e-06,1.5257456481715774e-06,-2.897576272178924e-06,-7.898638073473449e-07,2.4722329360914294e-07,-4.159426460304695e-07,-8.628424658706795e-07,-4.6688076054553264e-07,1.3591487517798217e-07,1.748533163362112e-06,1.0349933269898588e-06,5.222166697929346e-06,2.531914621930833e-18,2.9055892781854723e-06,6.0718939318816685e-06,-4.286294625782498e-06,-2.035529447695282e-06,-8.910084216025919e-07,-1.9225748484350584e-06,4.121195124341989e-06,4.723408227564633e-07,3.566673468866756e-06,0
-1.1980604786788973e-06,-2.1608672981733975e-06,1.0540398375627712e-06,1.121479541580499e-06,1.7904894122971022e-17,1.6739680876013287e-18,-8.447851230812807e-07,4.269085590812084e-06,1.1932518391046386e-06,-4.939700059011865e-07,4.600316309845944e-06,-4.949500563693329e-06,1.4968438590410148e-06,-4.945705029381428e-06,-1.9656239540534297e-06,-3.58728217559461e-06,3.7157303024039994e-06,-3.2261896178420664e-06,1.8181716323952334e-07,1.9046479424620935e-06,2.0544146813463053e-18,1.0736048649924126e-07,2.816446180556565e-06,1.0953758327717632e-08,-5.439821421097408e-07,1.1438677330372251e-06,-6.293952674413617e-07,-2.3466082557031505e-07,-3.813822663089139e-07,-2.556364467222737e-07,-1.532806970796773e-06,5.027574628151567e-07,-1.1806005069780576e-07,-1.2971413228798316e-06,2.334547596509828e-06,-1.245701726191301e-07,5.20103739154008e-07,3.3466592177733134e-06,-1.5483412001447582e-06,4.1869572643819795e-06,1.658044034727522e-17,-4.455746665178255e-06,-1.4213829382169122e-06,-6.033433573303809e-06,1.4721202668614822e-06,1.0760848476002486e-06,-4.209726646802016e-06,-3.399247001052557e-06,-2.4808393341577203e-06,-3.8080736932164103e-07,0
1.5894649503179036e-06,9.618470953699439e-07,3.209605614565977e-07,-8.034516747530748e-07,1.5508775164674045e-17,6.472426508108124e-18,1.2528120884091731e-06,2.7481004331295972e-05,2.0674510318533637e-06,3.041067913509884e-06,-1.8274907451242467e-06,8.059279599400762e-07,-5.241456609830169e-07,1.497243757021969e-06,-9.070113603735175e-09,-3.869188217210924e-06,-2.2110184588468724e-06,2.941750242088453e-06,6.382704175401341e-07,-8.741264627757262e-08,1.985305968361635e-18,2.0598349268573697e-07,-2.8166287250828815e-07,-3.6668064030482002e-06,1.6619668111582193e-07,3.486335044602766e-07,1.3889948601647659e-08,1.7940397079027502e-06,1.6126902052747468e-06,1.2467441247641022e-07,2.5437703843036785e-06,3.537227039445293e-07,4.5326501150466614e-07,1.2337749084423316e-06,-2.1275093469308005e-07,4.7026321073127046e-07,-1.672006528438374e-07,-1.734531276017579e-06,5.233172620324338e-07,-2.6537979229472986e-06,1.746185318679314e-18,1.0907727978877504e-06,-1.7074282305590965e-06,-1.0881162935869573e-05,1.1115262822396982e-06,3.4003883458115245e-08,2.968602695041871e-06,-3.070194870108656e-07,-2.6922510250801246e-07,-2.3845472972058266e-06,0
5.334548257974807e-07,1.544293356391744e-07,6.090205844275311e-07,-8.635759073216566e-07,1.6064265114821412e-17,3.288072338614999e-18,1.5631124328875106e-06,1.4888096980225216e-06,-1.226418956193527e-06,-4.760195937514161e-06,-5.171271962211261e-06,1.770451586417388e-06,-2.966516080556089e-06,6.684256769262583e-07,-1.1361175043308748e-06,-1.635998786785151e-08,-2.5001055321531103e-06,1.0146569863014152e-06,-2.097866946582662e-06,4.4263444468632773e-07,2.0390565427330193e-17,-8.682482765650521e-07,6.380181932054791e-06,-6.728823521096068e-06,-1.8208897826059748e-07,-1.4198000644885734e-08,7.742532715685748e-07,4.463931131289112e-07,2.409587729654353e-06,-1.8216406187473188e-07,-9.03135062678179e-06,1.345289735617388e-07,7.131758044281003e-07,1.3146820291762127e-06,-1.9115043543516573e-06,1.550178310692443e-07,5.097544725859518e-07,-2.556484816266872e-07,-2.0558325142171897e-06,4.327372209511189e-06,2.4143570207212206e-17,3.904701925007344e-06,7.552000240830184e-06,2.344045339221644e-06,2.0810004150361488e-07,2.5285402979951455e-06,-3.37130440209444e-06,-6.890219827728371e-07,-1.7543111530497428e-06,-6.020899649872629e-07,0
