C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,ID
3577.4049003022155,1841.0187748935186,-57.26837003250567,713.2699377558032,-941.6419845757309,-1149.1707073557752,522.8674939325864,1485.7200209717093,390.27637563478385,-320.1097741744392,-180.56811044464058,-186.13414537657906,97.30371442046041,114.43507011418808,-377.82017272986144,-88.95391296542735,792.5196983958135,-344.2901354143383,-402.44017756041575,-1117.8827142912683,924.9118134065109,-670.3315962372556,53.10019550738528,-773.7998495189366,-44.90521734504133,-825.7410398926421,420.7373722270146,462.54516605869173,89.25200966551847,321.1192979167432,-228.4456247065189,-1.1722200921336432,-114.96959645534265,41.196767367949406,-179.5941409960132,-52.00094243657812,47.37623940857891,-46.964300719437404,-20.716801459062026,31.44817248211484,198.94844451484394,5.180515613066825,183.13360615064673,-195.40572406891653,208.03436893393715,188.08058146289878,-184.2424573047285,-201.5870435966767,181.810993278832,113.63423194420557,005
191.7001902364253,2865.0016843330764,1038.256486444997,2407.172030430939,-194.93747746010544,1102.6428766388983,-284.96044830567695,895.4273674352754,-190.6285870815497,2626.173812096413,-1626.8924252214872,4581.685056728422,2425.4727101286107,1924.8522191559034,-399.9331390900434,394.06541405552224,-95.2124023270618,-532.021030664126,-199.80285614555515,124.93227290458239,-388.4172027261252,-217.21554150756825,53.1483069808888,0.9123878518752006,-58.53985200990545,48.9901874976936,-19.480957588738168,-34.04691941828704,0.019519433228520663,25.02814210211716,54.175898535288276,-43.23332490549341,-18.773153041660233,-42.99779541761005,-53.777893801194395,0.6378340426043124,-14.344299403162271,11.329526749238331,-12.241655868444639,-8.149213274173583,-29.002076913351264,-29.45573211255279,-8.788644157725622,-0.07942335788783284,22.925683904508887,1.6775390433132138,-1.4740189928710223,18.91979817367897,7.477510031409941,5.10343204397797,005
3578.004150587888,-1755.48576428522,513.8686236835879,113.69110397675514,-585.9000741836455,-389.8449936189583,1102.0363202562125,-752.3695085531068,343.6906592401183,160.2804090261729,155.7384074991623,106.66495730103013,206.0005574727135,-163.28115282500642,-336.4217399685803,-42.93330712752876,-274.22524528145124,92.94622189929136,337.0177712003351,-258.66086298704977,79.72155941571731,245.20407285841122,17.832996365548098,15.25149233964062,-457.6565123065862,76.59486371613136,-55.39863161856696,186.84809347977858,-302.69676314568676,86.18888485859338,43.74550040770389,8.848471629940953,-75.69253974202682,44.6215061423341,16.693063602144413,55.54493493457918,-60.1619074711584,159.0865050454886,-228.72741451734967,-241.18959395079077,8.750050318614477,-128.0552463195115,-33.092103695369055,161.9904331449706,-162.86428453155926,-91.83494649120433,-123.66718321410906,-68.70946123115503,46.95808372176484,-194.19265722704768,005
2173.1133495772606,1036.3664715954133,303.06616673628133,918.642678489332,-793.0571097120941,-727.4917128350166,208.2874057641317,-630.3663953697175,-109.34067723956251,86.33216613528123,-177.25040776778766,243.30294562610217,-409.8779929934615,57.85479486555414,197.89159959691543,-175.20040412350244,342.7862235612094,-76.67477535622395,-347.98065847220005,-784.0536291290707,97.48133408547854,473.3963808703173,53.859164678139074,-423.9462853317541,1.8053151490138293,-523.7597026602296,-51.79631669881197,52.47860550542531,-108.79123623155841,-254.14187919949546,76.51606277942697,-178.9642342487773,-48.04291704558566,-70.15718810421863,17.43871299350795,192.72887116755263,-4.77372834679834,29.084135325885857,-131.7120613477444,77.84604712637368,-148.58281027214858,338.8290822759363,-59.396899007926315,81.17227722223899,-222.68628791238584,33.01609449767739,122.1110223055982,-4.720333598040621,-130.40146786867945,6.430964951482842,005
2524.0284597006344,1178.291149506607,179.28106359633946,828.1975089103753,-835.4703258616604,-803.8724162367201,282.24300290205076,-677.9574543815457,-68.10620721008671,29.310020817880247,-2.442373968561918,175.2435833692621,-337.36156564250814,-26.313325722113294,222.9555814373831,-25.241421867699625,317.86399710177716,50.01026780188904,-560.456613547236,-573.6243238060481,-83.75980753680302,150.15949351544037,332.4999876631409,-403.29037730578216,222.7399585981602,-428.1519620580332,295.54360761308186,96.41480178426373,-327.15333603222535,-248.55984415655075,-21.84900591363132,-239.30808020273753,-156.8739196296158,44.29172857196065,26.32040630761117,277.6154403920632,-59.131689507668476,-192.92801919106398,-152.8959311710159,-81.86609424648266,103.29794924250848,427.19274005408266,-102.0320752114153,202.9055094403054,-242.2507920024758,11.479429030818581,35.75960382810577,-63.56827103431453,-111.29147087937923,-54.86915710398149,005
3740.8240891986447,-1186.1009036810635,229.96579224852434,-257.56701315240736,-500.73900348507976,-461.3259045808218,1069.4527854082312,-343.4916855106621,296.80870683957573,-422.3145969771505,-388.43468274918433,62.617203706109684,-223.12264970915086,181.48947241237371,-729.4473127638436,-134.5387118891764,331.63441468770986,-42.758901527234656,67.353039086387,-462.25575204188954,123.79615774791453,546.0840954306175,468.1120756309135,90.28274780704352,-141.94885620720322,83.82434266653452,410.2849285768562,-521.9917184506628,146.83637989021517,-306.40971184611317,461.8198801846811,93.93276405641534,63.60282091905355,-56.10472368416762,-22.0329116919473,-237.51305004998656,212.47333186140273,13.814317052739726,-118.44204748316277,107.60632290285056,-3.82702731707215,-248.93937443038314,130.97759542447253,-75.46691707865544,207.33940116618496,-12.597940686406988,-0.984023744814765,286.82299925810685,267.2899517739303,147.43933939353437,005
1106.7229926185967,-4542.070304900894,1437.6588256092707,1042.867971949798,545.3864958191713,490.8426126945508,-1312.4545532674708,-280.95956506095126,-497.7086804423473,1269.8470150092444,959.4747795082088,170.81983637185655,-870.8109201904043,-286.88747832900026,-160.42583008300826,437.2183882137431,204.66346778677934,-529.4235258644379,690.7099689830005,-386.3017052320279,-242.6258339567051,546.7013636288173,-62.290939670341146,349.2729425319072,-145.0822672319995,262.7268847302059,-80.55558679250517,16.282526684257643,64.44811856588632,889.0527247058701,-12.353543872207089,184.93259710268777,-146.7545531226646,-348.0706606643888,-37.37959268675198,-18.0790723105588,-250.9409170842473,-41.242190633874976,-291.2675788036066,-72.94022264663757,14.33280624630267,92.9721567441376,-233.48603095596062,117.82599317925401,82.8759794209169,189.50324572568593,196.2214818899273,-90.98277917784948,-82.04749133569679,294.4007067554553,005
1883.6469256557727,2083.5866776309445,140.22860247388354,735.5649664629296,-1628.5907006429286,-1387.5220270957232,24.683107253886885,-218.45670980997386,3.1073875241515903,69.16383630082699,-438.79060589616955,206.61268537594356,-226.92723125629928,-225.98114780484053,170.91309178188462,-511.12913744628486,-30.593390805804578,10.713463316653991,-354.0128357595581,-850.0809753531303,587.636752194817,152.35465059880804,47.21193609874657,-335.43536854298264,-189.0410288293452,-376.0600272580012,58.79595352856586,-221.17622712874308,15.16255932545263,-84.08709321670663,20.02901195714245,-155.87415175117096,145.38114163313844,-182.24675387466678,93.2910457520916,216.30359850475435,-57.96437713420517,-25.708283340996058,-185.17458916643878,-155.13222405041142,-43.710528498999366,-134.6195492673318,-23.9802824530624,16.98842890796942,-178.72038228454446,-194.95946570283255,202.06416029012857,263.11273838751475,-157.6377524690815,185.93069484896577,005
1348.300186598441,132.01605822086236,482.119196399901,558.7453190425995,-1110.1642164147709,-663.3409192063003,-371.5236622743235,-423.83045902790417,-221.97594249608682,103.11484201791251,-174.1074411369807,132.8709605320461,-704.2999556538254,-18.139477240698067,215.25393584012062,-172.14808209515812,83.0639304418955,87.04263782928244,-89.14789331416907,44.7832810827503,-234.77701083988808,357.14347990619,16.22887900109018,51.38507111155931,-398.1615215350056,163.25729066909034,125.72714096239918,65.64450060037956,-100.65055915569245,111.8873610897294,183.67866676159628,-112.50493640036406,-47.27294193707278,1.4643278636055077,-135.68168327390237,1.8352830543554457,218.73284454325866,70.34991214656523,-127.87728955175717,-112.57388999783035,-77.46974198866218,-92.12662214516989,144.296915034584,-85.42225268902372,-41.00257259031376,-60.530290207505715,-14.602871261791307,56.31154928393711,-81.82162608655194,35.049935696017926,005
1043.3137068501699,-672.2777825562534,415.9887090479763,248.7250654828509,-538.4972529040067,-157.99299009627182,-161.92136212355305,-682.525685228618,-182.0976599947698,-334.65322861109064,-484.3789444544272,74.46672780508102,-611.1248029186986,564.0112039831719,-27.979855314431067,-367.25740513577824,262.7731699437841,-335.4683255368185,84.21848148987824,0.7986362062535082,73.73751160325574,717.7532406303394,-91.60870077314773,166.09591994363467,-174.4597491388323,179.6115850281424,-96.52174552123374,106.18118000766269,164.4166748368195,132.72881301679897,-120.65512894145989,110.62428230697623,-165.33389589961385,139.15145691623218,-127.04253912223902,-129.372115036836,33.320693655552866,133.44667711318192,7.1426443029604,3.6157630210962926,-316.2143739486083,-82.3571791431057,-70.22015276289065,-186.1499392203717,-74.27853839520701,0.34293303891713844,8.230040992656162,42.321328563150544,-170.2762231299378,-181.44726068338105,005
-3887.0457319662332,1647.7875371165273,-1097.742928807535,-1150.856759784327,-406.0749501227854,-211.22049263819628,1455.2051833630221,-89.2545154207331,349.19534897900286,1168.558731941099,-198.2934994487569,-174.4318179105225,-1066.5646729840366,444.2342654475523,213.97519046034407,-516.3085985016932,-7.227605694604044,171.14061576286747,-210.65668797876555,66.83190764653249,-103.16457024878441,-380.57035837548705,140.55739081928604,-55.56050705825144,13.80710447535298,57.01753156231758,-238.86913296193381,-52.647877631408704,9.923757285458267,-169.6889606203489,-49.81856419147846,-17.210151131215714,144.9425445353652,-89.78781121070915,80.60117410550248,-246.29405059051368,-57.15697014791269,-34.744761306427634,6.6742509531768475,74.22229063438014,-110.28387479152603,77.78017909484153,90.12705291757892,52.03233661786769,62.05526253927377,-192.01450547948716,271.594767115883,-22.103784174961437,200.6855091641494,-8.658858983463027,010
-3956.57677463802,1018.5131595041058,-968.5111802545691,-899.4238532370932,-161.16453952581227,-165.74712294902847,840.4668458177329,-175.929631163416,81.72274841924353,385.6945307628042,-1049.996060104185,-369.73277547403904,-170.99636621830635,-265.22691704887285,190.71016284789494,-151.09423248184785,66.76218732719263,94.09822991073811,111.83606918485177,-296.6624923480218,-653.7934260632579,-371.8939903661784,-449.61398232143017,75.59248616009343,191.32638116005705,101.90021457718672,128.44779115632514,40.076760643085315,-58.456372868806056,-118.06283053920451,-132.68690610481147,48.09812953755115,86.08053279165878,-485.9836688421973,-64.47076237999123,-210.51553751969266,75.51753363828492,4.024467760878885,-73.4631448677677,-206.8204578513038,69.28209628207355,155.47237144307303,-53.905347747439535,117.47441232690299,79.99203040067226,-77.58157421057852,-147.92179631607692,115.1610599248932,-38.41322964728881,-42.717804796478546,010
