C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,ID
3577.404900302242,1841.018774893688,-57.268370032592586,713.269937755433,-941.6419845731645,-1149.170707365684,522.8674938798631,1485.720021012361,390.2763754773893,-320.1097749838473,-180.56811604503628,-186.13414713377935,97.30370523834853,114.4350723759341,-377.8201018602241,-88.95389137405517,792.519501757618,-344.29037438673345,-402.44056244815414,-1117.882361712669,924.9095640579496,-670.3302148595529,53.103588586468994,-773.7911383245377,-44.928641052594976,-825.7390095461783,420.7346937609105,462.5271778607619,89.3956746661615,321.2298757063764,-228.4896352988331,-1.0487217276037397,-115.37546123622936,41.29573020224052,-179.03147161831737,-52.12048803706698,46.93462782762656,-45.40918015541725,-21.304158741738163,33.097581011678166,195.49984621921024,3.1979831920473827,178.18150009936247,-212.83298150255135,210.43288990207336,187.9418734931775,-186.66647009579472,-207.0961008762752,181.86800404148718,37.819658374088085,179.00220134264342,-38.94639034646735,-8.421398010973755,147.5921936213282,-261.4540879933981,-14.207904514063735,-50.20361137142574,61.81186573019073,50.176101893158425,-186.39781979916864,65.17296333248207,-9.232584276033819,-10.499619042694702,7.411752657248611,10.152770741811166,109.97859118497922,34.443180715109925,35.50350737241612,-15.308261948620501,46.142318176540094,65.88923796755012,-64.45546013515568,-38.98062162515359,70.64881644305592,0.521828385409029,36.05662041012712,-37.47631285143474,51.93736658109388,-22.888648552475413,69.33058189660474,005
191.70019023643874,2865.0016843330072,1038.2564864451529,2407.1720304309692,-194.93747745987906,1102.6428766383108,-284.9604483086984,895.4273674365762,-190.62858708597403,2626.1738120303457,-1626.8924255275635,4581.6850567867095,2425.4727098027147,1924.8522184741526,-399.933137500745,394.0654126346766,-95.21241200874016,-532.0210484073938,-199.8028622693292,124.93227315811076,-388.4172786416542,-217.2154820165173,53.14856340826466,0.9128778540136223,-58.5407910358095,48.99031668980313,-19.481410704651108,-34.0471771275292,0.027357802827674273,25.028191705775114,54.17569741577869,-43.22843918693541,-18.79526214186058,-42.979722354031956,-53.75026274172318,0.6413800832858897,-14.372264741138292,11.398676362578142,-12.23872728132241,-7.908062836467443,-29.235383960384375,-29.455203409058925,-8.77562045146686,-0.2976974873392541,22.762094810294396,1.392861918269622,-1.7412226977994691,18.462135934662697,6.634280464401634,5.396181123351032,2.1689492419051293,22.76107848472088,6.509081379267371,11.32252638066559,-4.046635720706515,-3.1290177839634183,-1.0941451212637299,-2.35387853891303,-1.0563787235180113,-9.052667469050501,9.24101858915195,-14.068029121928202,7.906633668128837,4.870406455755404,-2.1104526415837035,-10.231579698690917,-4.639496855706869,-3.0727527601140086,-0.7371332670578314,3.5285433434470757,7.27184191809151,0.8199318169757617,5.502410042841574,3.9618982661121973,-4.641741817427574,1.3847437998075736,3.6767840330835764,5.925506038441555,1.2669073001594273,2.8644330979036465,005
3578.004150587909,-1755.4857642850868,513.8686236838537,113.6911039757849,-585.9000741867477,-389.84499360953134,1102.0363201755847,-752.3695085202946,343.690659173372,160.28040989529242,155.73840161839456,106.66495329364709,206.00054417286822,-163.28114531142052,-336.42170734236083,-42.933301007956366,-274.22544714855076,92.94629944870927,337.0179696521208,-258.6607805382397,79.72065886878487,245.20664129193688,17.828436353979672,15.256348789748703,-457.67485533936,76.58973666042343,-55.415914663073885,186.85382207300762,-302.69075310215624,86.13722324757069,43.56398079278468,8.752456036112612,-76.17367614970543,43.93422579202634,16.79885671555273,55.872702395735516,-59.886351827705965,159.46186066540506,-227.60284060948285,-240.76192869961335,7.654071800224723,-125.87622571702637,-37.34249244790646,149.09076735056368,-151.27640496396634,-92.27651618488358,-145.0149600497389,-77.83203998789926,55.81011807205753,-226.48639152136144,148.09411153827193,-102.55189763946436,-157.67390222609453,-2.5194404959725225,-47.634308327727815,12.248359526093102,22.64213164449447,-59.41893631305989,-17.67289550169378,133.39031311911134,-107.16133889505207,-41.00044965741784,-20.70308458674816,-115.51135539970139,0.482409854469528,-76.90862774765475,-137.10114201302997,99.32207176014867,40.57799047191393,-37.85652190382819,98.65686840655167,81.40756193257747,238.83255796892547,60.467815010102754,1.9275285092664045,-57.44153650227176,-18.069346366883284,-132.90421636653204,-47.863709312589116,98.00559542675035,005
2173.11334957724,1036.3664715952536,303.0661667362291,918.6426784893852,-793.0571097140712,-727.4917128318344,208.28740581851645,-630.3663954102345,-109.34067713952787,86.33216653342564,-177.250404346412,243.3029493977984,-409.8779894778375,57.8547978574212,197.89156745504354,-175.2004092196052,342.78638632927886,-76.67458869277338,-347.98031409149144,-784.0541565773623,97.4820845612808,473.3956336699525,53.85498676518032,-423.95407387475404,1.8185189215022497,-523.7656013336315,-51.78641329150633,52.489355403029194,-108.8937807898835,-254.22281633767315,76.59439078831033,-179.07292541018413,-47.71808410615893,-70.32706647738412,17.004923448039946,192.8609714695124,-4.806421157641285,28.552137840532037,-131.3506260627297,76.74868693250089,-143.1009908217644,340.40914674280424,-53.201431354260436,92.12852132178193,-224.85555351562076,27.780750729147126,130.42123699501482,-4.872208560540284,-127.22633872571055,25.112542728280935,41.12238604720523,-54.149745518441705,-59.7567016883996,-139.13200194649664,284.79310294119443,-82.38185651081322,-79.84299778751402,-9.576466299412179,11.205632844682775,81.89333808175336,-39.844134496273846,0.640003407853471,-37.98408173699153,-53.46476764061141,-15.568744184076138,-46.94060439983777,-86.02109785509134,78.99067001018811,8.521059094551516,-30.690521021346424,-19.25686781306277,6.529410348623965,82.23099682933606,-9.203876375575218,186.16275547810127,-98.00175165837624,247.2082169688756,-2.743451645960762,37.075772801291514,44.91513589433803,005
2524.0284597006075,1178.291149506441,179.281063596257,828.1975089106604,-835.4703258616173,-803.8724162362653,282.2430029675226,-677.9574544446701,-68.10620709144861,29.31001987212673,-2.4423720338446775,175.24358711251304,-337.36155936001535,-26.31331310842326,222.9555569618044,-25.241414256686493,317.8640952573951,50.01043701088559,-560.4562737684923,-573.6247620576966,-83.75897163489478,150.15826554351588,332.50027367486337,-403.29788814163715,222.7500679549466,-428.16151835381163,295.54291606647695,96.43401850583739,-327.1602518366145,-248.623487111221,-21.68963639020697,-239.32631273460447,-156.62701349747428,44.57721907899467,26.365854737512795,278.0425941745393,-58.83051462474488,-193.89589011000388,-152.28358054235778,-81.62421528263782,107.36747540037649,423.34461638791464,-88.55747340444343,214.37994402567432,-247.2865541254642,0.10098331200866997,32.55777696516459,-65.61489926519597,-128.8607404664588,-38.89741776698269,-78.97098687070176,-52.37383007576787,-53.8786878815321,83.29061959536304,116.88522177291604,-208.92026202466545,-98.27687523449649,82.7933985742789,-3.077967958313348,-72.40772691298115,-26.2734459674485,-151.0538283770595,113.02628049802877,2.1677688005358737,-93.77309423094812,-1.6895597026231508,-98.48130527678974,14.12173968306389,0.7425170340762941,18.598309962194325,19.0884120868657,68.38953611317886,-19.52769606864211,-8.004761284610817,-71.7930735330497,75.72961982416925,-91.17532999351386,46.536787573201934,83.46622136109671,-74.04926070711969,005
3740.8240891986165,-1186.1009036811133,229.96579224853767,-257.56701315198325,-500.73900348414503,-461.3259045796844,1069.4527854576304,-343.4916855403875,296.80870692945297,-422.3145981571542,-388.4346794145666,62.61720734162008,-223.12263936586896,181.4894717275738,-729.4473361753135,-134.5387087440476,331.634581735734,-42.75885778700692,67.35311964662543,-462.25609297836115,123.79685971104733,546.0842059947248,468.11351300902874,90.27881009594189,-141.93698776808523,83.82015849729935,410.2881415914949,-521.9952063985247,146.83046551022656,-306.4276049873517,461.9623053153047,93.90511814160759,63.74085705086331,-55.701499087281796,-21.962545827563392,-236.95600614376568,212.68442922407903,13.837568156451528,-119.00116810074661,108.04770027841658,-1.7996955140938025,-250.98187401027138,132.8791913821663,-74.23111658862251,203.53342849008493,-17.82362238942361,15.48254359699507,274.67302286858194,267.23179172086094,150.01702087385414,-22.027139336516782,-151.97693760689694,-47.28161283025724,-165.3353112213256,112.46369484124621,-110.73529126808485,39.447867586714025,156.5900704205584,-198.4219370111653,-104.67605294679849,-106.87913147261803,75.49668081670923,258.27615035374635,-183.60888273068636,-19.155127960748974,-1.2450450094907801,61.17758152767507,24.658275213833686,-129.44297585246878,-104.29257002284734,10.971311003315806,67.49817131232732,-10.325275938604822,-53.27896799822804,-52.157171170408645,158.40339522880618,156.41494970360722,95.90061549195825,27.07363896326831,-8.870272448317726,005
1106.722992618641,-4542.070304900932,1437.658825608815,1042.8679719504614,545.3864958216349,490.8426126841721,-1312.454553222645,-280.9595650732155,-497.70868039714173,1269.8470149019429,959.4747825432811,170.81984001475172,-870.8109144243783,-286.8874939141262,-160.4258490062438,437.2183248123444,204.6635112472812,-529.4235942737578,690.7098540437275,-386.3015961304019,-242.62509017959968,546.6980528310835,-62.289074818198245,349.27095028311214,-145.0700414893339,262.73533814136795,-80.5432758813293,16.287667936667475,64.4673894727961,889.0724281501734,-12.216155275762123,184.91570728076934,-146.302734691646,-347.6810206200466,-37.570962426076356,-18.936464930045396,-251.45729085417793,-42.13771860538031,-291.1456867913364,-73.40141607384977,14.475456127964948,92.12926461931124,-230.52406935597574,132.26923616866907,77.98951695920195,187.7318235374496,208.89893929331618,-85.5282874032505,-95.69248892467316,266.34351839081967,30.043982419957878,-3.3027329255333715,-20.179924494644684,55.902740101991235,14.864300021895165,-97.29264469776682,123.67773933561062,117.59255529149765,-118.5629628276982,-158.9392309471744,-17.92838624435408,44.88394885673878,-170.27520659748743,3.9044155967394665,-25.41074115624606,34.445068230099025,-101.26976320442117,-73.70108716204416,111.50012439788232,-70.85520649596228,36.68196943884256,116.49885014100758,-33.57238679782451,105.38754988726346,-22.852083666813364,117.63171120943855,2.5437508346458295,135.32187781707808,91.93987966770287,-7.433150730122805,005
1883.6469256557352,2083.586677631021,140.2286024739124,735.5649664635674,-1628.5907006418431,-1387.522027101683,24.683107194996214,-218.45670977057034,3.1073874672775017,69.16383752704895,-438.7906067466934,206.61268530779674,-226.92723395400384,-225.9811750133862,170.91311301558346,-511.1292221528264,-30.59348853673746,10.713320600582968,-354.0130356207923,-850.0808768029568,587.6370954382912,152.3533168232217,47.21331246806613,-335.43118155880563,-189.04062342171443,-376.04052756758557,58.80664455895991,-221.1803311514504,15.178489642250689,-84.10037243402203,19.940466099131953,-155.83659595057065,145.42842268019058,-182.24171155717687,92.96477500155419,215.33365411316413,-58.42728592087461,-26.396687960558282,-184.28739226589218,-154.8240771647248,-47.896960523787016,-134.30341311382733,-27.040742438836592,28.295016483488286,-176.47873970537628,-183.56954654270027,195.18966751943864,269.4485079183739,-149.83377543332023,185.62595038075432,-30.84856242945123,165.5808078525352,177.68860892696213,-240.13906202530075,-61.82779868940988,368.17283680341257,76.5536914295859,-49.232950612877104,-67.83595371608882,50.851760278372545,226.60884471950314,141.5691775306213,-181.1958426560736,43.808062422978644,-10.021521199896574,-105.92062414014164,177.48491989572022,-59.800789066520665,93.33182079639543,-81.64357829946047,-94.97083364058635,-65.16684350410102,1.285842987516903,54.826182633510506,-89.86607489837017,30.404761646220834,-62.98035433179855,-41.21796640226109,-69.07812443470004,-40.129221101549206,005
1348.300186598461,132.01605822074933,482.11919639968136,558.7453190428672,-1110.1642164151497,-663.3409192073061,-371.52366222138954,-423.83045907739324,-221.9759424352947,103.1148418014243,-174.10743979865566,132.87096285977833,-704.2999548550024,-18.139473663237162,215.25394220232437,-172.1480735143151,83.06398389279424,87.04266836847914,-89.14764889430407,44.782595077182066,-234.77669477802087,357.14238447296896,16.23046985515202,51.37957505338564,-398.1557266690858,163.25304232667935,125.72524141906135,65.65927335581765,-100.66462301244727,111.83028768076326,183.75646829693784,-112.39223910326608,-47.06465805155718,1.6492707934997892,-135.8128746942052,2.147115962131863,218.45666203490356,70.77293711171446,-127.7650919856573,-111.24563004418084,-76.56195234442488,-94.27018018075954,148.89536403446402,-82.08839096766573,-44.38987274113765,-65.67085127646878,-9.659487014063586,55.11365854422637,-80.59312338714412,53.75045035898664,27.520000753635628,21.566212861979047,181.81795798336873,-18.15823610982327,107.50092162008985,-77.04722425203911,-88.39123355158158,38.13646461489217,14.027166862695445,-83.20815237797422,-49.43927945442847,-88.33566296994607,29.31050019963774,55.217883183706896,-72.47678801795115,-33.91625086317188,-76.7470962553751,-119.22456611876325,-99.7842792731608,92.8294798089864,10.656738641278299,115.26904581304119,-92.99686710510561,-17.081637217168726,-105.30388247908948,-86.07955281154028,-201.97687745459405,-25.37344199623512,-124.90562093415863,1.9000441205809189,005
1043.3137068501878,-672.2777825561653,415.9887090477385,248.7250654835608,-538.4972528987332,-157.99299011684596,-161.92136212425098,-682.5256851925924,-182.09766005808052,-334.65323035572146,-484.3789446309533,74.46673250513493,-611.124798011094,564.0111710666276,-27.979817329197566,-367.2574763916499,262.77318699951604,-335.4686332590758,84.2180292218393,0.7989543256630264,73.73609647663798,717.7531852976433,-91.6043504190986,166.10257948039677,-174.459060996778,179.62042808611244,-96.50112012886883,106.14020534949864,164.56504684596186,132.8649071240796,-120.50657345376126,110.60133523828533,-165.39066554467573,139.91735547681523,-126.56443953684486,-129.76495129440903,32.7158204813257,135.0273803616261,5.901023443973522,8.12200631432722,-319.371481828725,-85.58574437438389,-67.19698116898446,-189.4218485925564,-76.94173957174351,-2.9274715199797767,-17.374722833212427,53.49111281916811,-182.25557981466685,-234.35126983466049,172.4074711950236,-183.561552432341,-257.9528337884006,-135.98041604998434,-11.451774595619517,-27.75405314597566,-174.71348582769303,25.79464520893875,141.58926209634836,104.0684173604173,322.99098817511305,54.74155109082441,65.42250349015613,188.74469087439573,291.0207040756803,35.79406979594959,89.55922402643023,231.79959033225288,-44.201035877342406,-3.840033858031216,19.47335325941256,86.39633629859006,-234.1078797754993,37.59149421702459,16.056942674848187,162.01613533338718,-42.06819981445621,-24.958663131329622,86.31370235745791,0.4126444215394025,005
