C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,ID
-3159.406883735148,-2233.964880994088,175.36794614942028,-785.1390485417603,888.5485910687127,2164.2444453919616,936.7698094590417,-1155.506713301799,65.10462041217302,615.0891255103021,10.95590598451744,130.26161239362148,-456.0044530454399,133.00146148610315,589.4956056314763,-325.7784158711997,-199.41708629316378,71.48066173004824,411.526934224325,89.08585520727081,-86.16741788870026,-7.780678908995697,410.32344546403056,36.46438760116271,-180.30266572391778,36.242456260989485,168.1401220472839,-66.15772539668141,-50.71372220927681,108.04402420297423,120.33476447897235,-146.0930162346532,-458.0829579088385,200.46092247572633,41.881014631135024,-26.099359748219328,35.677788769892565,210.73243196634363,-61.060638900071325,-171.84080140528093,117.68770823030867,129.4225658309293,64.92878012787203,170.508373091481,-38.358864767477705,-23.483750064335677,24.750543312552082,76.84714906313543,87.60800481567077,159.0203542638962,46.11836076588388,26.68959053476444,-125.97064145099581,67.0235830113832,10.77262687737148,81.48520528395058,31.695117118696043,-19.448395040572365,9.013973203809682,-28.338002230553396,1.4981258623745506,-89.93921532542326,-2.6630234191878093,25.373287747873437,-66.16173087694582,-9.374125537151544,4.304401727579095,-62.859928311713965,70.67501182500244,22.659074014746196,117.15715721430122,-20.992769248497186,-63.653987478674026,-39.83536417278324,90.69556942464492,-24.716006371931442,19.25487241020152,-22.65340979388541,13.155120135994819,-38.91143521844473,-39.746574048307465,-27.36583327998418,113.70665920939344,74.367439368664,-165.48803152128758,-49.6413627846874,-100.1862229075571,131.03815658679545,-71.39797187757938,-28.896084629908124,-63.43498716771122,-81.40826328827688,66.83362226497627,8.667842732021239,-35.68791441715711,-40.64858081652721,61.76722645133888,82.98666688033269,-107.92946848558337,-185.9318764153655,65.61095842404092,-5.235890212408374,63.666408047503786,176.1810814673034,37.62169162821179,-78.50131189956342,54.92362381529838,17.85288421537743,-1.0513481405426697,44.72063325915804,-2.137603983057336,20.150554673370227,-48.61867959082068,-25.554150526011828,10.050800215089469,13.883360270026829,4.070363553491965,35.8007704376049,116.28035056492557,166.69961540571853,-0.7406985738724107,-13.199167667935011,82.88312603879261,-57.951715735935466,-28.10387858882709,-4.243502380273598,34.052293785151704,88.75132738760955,64.5348852027202,-19.220891386121338,-119.63395338083907,-56.40971607013846,-47.56348949032383,-104.70232029390172,110.16018060173974,44.58324807737382,-1.0116887999355935,68.47871454999752,62.37889944318042,-38.55188260277883,-67.6596350617679,13.658809948703594,24.490447889331183,-74.20803916456984,40.58284222895473,-104.2269112717014,-21.14807834018057,72.81723269211832,57.35582210491487,-27.778832480568937,001
-4855.134126971739,-1809.9903762579916,-898.2714484067201,-590.4491595519296,578.4495984232665,1421.237604363368,1799.6685135171758,-1359.2981832020557,-142.89992707365107,237.09079142558912,-764.6650100951744,-102.74461347876267,-459.43204811123877,214.0500210807232,554.4914739053296,-69.95748002229976,188.61536570943633,-23.48615081327554,242.93886591557268,386.08724765414627,-101.80415985810556,69.99436841343847,433.5528143161895,-224.51332290235734,149.57414287343013,2.7919584025082393,51.68755160325703,-21.302112569678584,56.991906134424354,32.996150154691016,104.3792382996363,-75.50745127668749,-274.27317096114785,42.335241963204666,-225.1404301636685,51.89595373528784,66.7319388353251,173.02972360652194,-55.06926745018396,42.03052652937592,-9.701031151374432,-10.862755606502855,-60.11445315150759,-34.54568049501889,19.918431753502716,-22.278440980838397,-27.72507873684705,193.9192229000342,36.99531462018931,28.639732083278663,-72.96661284369708,-37.83636609715943,-104.63066387025245,-3.6451091942610705,86.21589105352591,-40.7571730656605,57.28521559698784,-8.645497438336015,-152.61101884910224,-75.6471597647659,14.530601378504995,69.42645691853978,107.1098915465233,-33.95187076436516,-29.538602028886913,90.03483984625889,-14.34187637791681,-33.999318812837366,68.68435297989768,-14.814123046397421,4.896275691312038,6.921070765710309,-24.299364026717207,42.71581237699966,-33.489677232657726,50.43213559778968,-67.39810789060577,-0.0017916383813607098,32.964366994734874,-37.78416356610963,83.43999998835724,71.25247415069362,-11.375543567520088,-46.60658539808935,28.26262827508812,-31.438511498865715,35.126508725706636,101.09358645542136,47.65357972251906,-62.037312293700325,-1.6486518417657705,-110.80467434243221,170.80637975836245,11.705810204190643,-46.51781523183834,-47.93705850947819,-45.213962987984125,67.87772305329473,-17.67281992219168,7.8107786293726,-196.92331968781954,1.6298181867006352,4.5482152517087835,53.219510888203914,-0.8721036492476257,6.480488686160251,-24.63113863031164,-10.468093527113211,-72.887361348105,8.353000755605738,-35.46391682579674,79.47427643956345,-92.66275077189125,24.29091959001417,18.0996887391703,-108.78843356204686,173.80826988701224,-60.085616071808,-4.018567473468542,22.555489861313042,30.62818246676656,-43.15661010351993,66.10048773470795,58.395050526669365,74.1175444719503,-3.7926260085782433,30.674780271009684,69.48226253462025,96.94126564168431,1.6098978499634766,4.620731456829831,-0.4540011102889098,-8.448720942693122,-31.494750362144202,59.74614890202087,18.06248323441995,32.58372616039757,-20.391532726199543,7.149537518581188,-48.75193656685513,30.766102686164064,30.610136453283804,21.077819844138517,-13.540863548119466,-48.23670331018466,45.1872163567318,-23.747996792038574,10.226341148944027,41.441599855842945,-71.78959745246065,001
-836.293987996895,-2418.1022165200693,883.2877106422899,-972.2355941217801,995.3227144375579,2036.4871678918064,155.49315808782356,-260.4292906111746,108.20318912273237,935.4648818507591,645.8247535648424,176.15453301586112,-154.21283976575643,-116.55025085186045,-388.00320714007546,-157.96549603532276,-320.15854925603594,241.370169279944,535.340144629175,-61.11250110283924,-152.3107228754528,-40.612171535527345,436.0095664219449,248.43029330398167,-398.7026166063107,296.06164653618555,234.55017847691673,-16.376736541615212,-171.5116725124615,230.0654775498549,-25.696962903695393,-126.28026898120568,-177.65427835443526,-133.3414179645395,-213.34290996378692,39.42499308984143,47.00089314253765,230.7369796336134,24.981424674655678,-152.70628303441126,243.18659486011907,118.32630827521554,44.53984959480091,91.83017802437061,-36.84598495166209,7.155248658560587,33.1112901841464,67.11338385221683,161.4382439086849,118.74206660324744,-95.21228480132376,-45.87821643709083,-15.982425342303797,-67.73690131106464,-20.22013772600279,-76.82922185030493,87.87220686283779,-75.77659160850486,-176.5958215280786,94.68449221997105,13.693858307571455,-62.958547989023586,102.25318190337471,-11.760476727562011,13.924473388694288,-31.211662822100184,1.0358898415703228,-3.0255539031594134,18.86170223300299,207.23765985094803,22.29583731150212,-32.46578194556485,-38.3145123644048,-77.66646549843766,-101.56959722566509,-2.6318418543454625,-78.56314187246241,-0.8920046600761637,-66.22023517994649,-128.52619821634545,48.291294495381074,97.9832955050721,-19.569377167019063,19.709468516408574,6.148242210323087,-109.55501363350568,-69.89868097043546,86.29951977778357,-124.22459393716927,-62.72637562696725,56.66900274492703,-74.97741503191295,130.5561214812813,96.99414098091383,23.06951121492465,-66.40721107925393,29.097923187590144,-1.1050661464418026,98.19885365511813,17.987710792132336,-56.015583119448614,47.552645418812176,-6.520972785624968,8.395688483587612,76.6673205916556,-11.116902304077161,57.68025125956027,69.22144858580609,26.081181384703683,20.196851967434526,15.461637156843175,51.50589510282592,-28.816593114317865,20.497972655034925,17.178611579281426,82.23009929542748,57.128965402950186,-1.812430959613111,-57.255906867678526,47.98497673845595,-22.22040424201896,-52.29827682245518,-43.90617899767496,-14.870701923697117,-59.85955120298317,-95.44547808945511,138.62205801208356,-19.258320386172958,-50.60388052942696,10.889381271250512,-28.036143320512487,-105.04000874950944,26.877964470192264,-134.6552307719805,-48.742131931337596,43.5084138233274,98.2868706079118,10.091764791007012,-15.99986201633513,-34.818272428823796,-56.19458419756499,0.5850610742494975,24.96499200876322,-85.5043869754611,26.549497908630933,15.964714889970104,-44.80415856112439,99.11330759835288,-0.3424600656372899,74.22129088777378,001
-637.847074579454,-2665.3916086582985,1232.3677709833355,-974.1512098924709,979.3663952537802,1826.0740372915525,-77.4793103735123,107.0733590572366,49.73196505011431,902.9416855668691,546.9723746231261,6.39341084576862,-140.50042642728033,-104.85844865807336,-550.5924947294026,-56.05958406397636,-258.3399122188093,199.16735790177486,325.6422014951138,-92.6493292532191,-141.6799736628215,-66.48088922565807,275.8653676895785,214.156387878704,-294.86689172852044,263.6187363576979,336.2803235562219,-32.1151584362492,-265.08740629487164,31.711915426755706,-390.8638616984413,-47.111468765250265,158.76030755136537,-109.73037962718742,-302.8499544243957,93.56189468440375,121.19746826117668,27.11690724071101,46.54840428609806,-5.8720506018067065,121.62110303351356,1.3947775107489753,-52.821909787947874,-10.04826861955166,-47.022524823269045,65.94714198917747,-257.4637346321417,62.85392924718968,40.029811132264946,206.79147878720096,12.361340448792287,188.01879740588984,-110.23785768756504,0.5196341742373141,-189.77887941478934,3.512605495331179,147.85399665525674,-128.47475331704726,13.42109907968474,126.67517013989647,-19.757949689100297,-183.95059500143958,36.97042116427285,-32.78177102459826,2.544119775017215,-12.241282512705771,-131.9892318672587,-52.2456235548366,19.298878554658717,87.11243842608387,10.116776860542771,-173.99036137381896,-34.66679420253559,29.23394371504092,51.074423713744835,131.89221167622432,-40.190749078578015,-77.6317346999912,-91.35407113312476,-68.09727345929704,-103.04529643694795,19.69738233678165,-42.28535488042621,99.36225083731894,-130.64303624316136,-141.09019543164587,-60.318517922293076,61.847684401868804,-23.905447235193165,-3.0169205132192403,24.292867176172336,-41.805401800935115,71.20728559669529,-28.7207978173603,44.820368204919575,24.482666578068013,-20.981203930500797,127.07174365620841,86.19362085144031,-36.346049720809816,-32.34724831872149,58.9961235198789,45.7055342438542,-20.43499891296292,12.431747787658376,-19.100117933943324,-18.308767771683687,-38.3852714446721,-11.08748036657167,-29.521760447901013,-49.77399688496158,8.359478254412089,-160.88500787707284,13.939701967341787,-58.51357420674689,-22.528670008180928,-33.82431934368895,-21.44824404169002,57.65585654424738,-32.342228751050044,-3.2324429051066694,-33.078345520802515,15.792670495941927,-28.49881968791013,-95.47301083513955,63.15785724823234,30.87424787398972,-61.374587308893176,-24.03359182135242,22.107439410317756,89.96219112097498,-14.65539315062205,4.073487515703953,18.576254220626666,32.973206169295814,13.58775143362161,89.85316951149892,-35.86217770077337,-187.32301245416483,-45.208203053434254,-18.86009532169585,94.72402093590742,8.003734679527945,51.21545491413597,70.76869050963884,-32.23609095956012,-57.43453272954833,-10.51845166824855,-10.645261034319633,-14.561299537682755,001
-2785.8059355703062,-1989.6947615419917,163.425300449319,-877.399812040557,851.7822239094285,1988.5663804212365,682.8254378025313,-863.207400189009,75.53597413684344,657.5097835766915,290.9272529198869,200.15101887149234,-520.2284191624253,79.15503340763118,368.2313675435705,-439.00403504180235,-228.66279392805697,-118.32016898432403,337.13062462849484,-121.22857640934193,-248.3509435170254,-102.65764737725443,702.8071431417758,10.50863216793523,-196.36213296930217,11.817583900135435,101.55251461361048,-84.90595680681628,-48.41850569438333,105.93892834903356,44.74002619088038,-145.97234848027816,-456.32748073094973,162.0004367216768,-99.73860490151183,0.9036026334242988,45.42984482350326,190.21697044090214,-38.52282691082295,-169.51658276938468,125.25754027458696,117.32692505106937,52.282990447785664,141.4922276033923,-41.850088783788586,-17.41644908156899,-68.92810298392328,198.9518087661374,21.93738161098365,147.39820564660164,-72.29216487638261,-36.11943954790037,-59.027872710675055,17.024378801885234,41.58326112828714,-43.01251358836331,66.92812900280877,35.37428689142378,0.9596997347823981,39.14024877746594,-11.995490582177068,-85.76816787413311,20.278049300947323,-4.3625891916251405,-36.43865609294844,34.06685951689544,72.0652072669657,-32.54986075285895,56.3362354315044,16.62898008422834,5.292915672677657,-139.94263995007753,41.69330177590088,94.6994889247414,9.706809456249973,100.78061827548092,-4.399585359157627,-15.967094967404638,-75.67150201984218,-28.198496766740547,-27.170390370609454,-57.55165269180372,29.092652499048047,3.2858104446405934,-92.13091146585991,-97.06557788169282,-52.38669453297381,129.1460974018632,52.99632111058108,-52.768810064242395,-21.81781865355201,-81.67846676575631,130.71619904255664,13.934490302824551,55.1405889550291,-49.53785758411667,-8.211900334767872,50.14595072762925,11.779585522883075,-22.944429691915744,56.00673996787279,62.42302878191057,-37.23248003433649,-18.023535643355373,36.896436240233136,-19.732371925721168,-9.735507628718315,-4.024194170013178,-12.316085705068671,-28.98692918131235,-98.53096060969668,56.883197001374015,-14.82913490553098,1.3400466747211097,123.29037737475578,42.02100980705197,7.392433632746895,-68.72744927967743,75.39999584923098,80.66055378794105,-20.398957869758227,-1.2191070434808224,-17.87294761143974,-57.364987343906904,-58.352546909800054,-67.76701338493297,19.975107729513315,94.81667188829901,-7.940131717629985,35.41828184306021,79.10780443712461,-32.14394105359339,37.842226310631055,-53.56456925400037,36.0866474101436,64.57045055817693,0.03459567521842668,-58.06210064050587,5.198625340804027,2.8665740751764783,11.581275234457785,-10.859258098212772,67.04330224953873,8.135871859454983,28.54086776437516,-45.60877192526897,27.66505425416302,-5.006488186459359,14.36921432453467,-14.46998789066243,001
-6100.0443717605085,446.21203311781017,-2508.0001636710713,-191.27451187229465,-631.5294937464769,-2374.477037889586,1351.396975420877,269.61314840313753,-374.5560289586052,-1139.4455091797863,-908.3529528180745,-445.9425079410914,514.5196709223638,-16.037889389765027,-707.0423619748176,368.38751047096923,418.3845748873697,-93.33510704302343,-95.4519296045849,252.6781474885365,-266.10713211454447,10.988197687605602,260.8464313600964,-613.2233565221827,864.5466866693546,240.69172626576398,-324.49816263443154,98.25042667673829,-465.3106558969606,-147.3960783822894,-361.25866782512145,-14.782103356835826,307.799291870245,-251.02169279144888,43.871111321359976,18.308767772563456,-16.802841593585576,-452.07366774665826,136.44501458809253,248.90500399121646,-229.6713317439921,-73.94830597998948,-193.64479397523144,-56.546391908273435,128.8293352328649,12.402538784146635,32.357150483302114,7.165749370430354,99.2912373455194,79.15180519202802,50.11507984564274,34.023601693506016,-25.599953242518446,148.65385314157768,130.36923722762774,-200.8544865115613,-16.504765263855568,286.75380155312536,26.469867803372114,102.88664398859176,14.094947123814682,140.2097294617925,22.333569728739388,-189.69429692911612,251.1925070952981,34.59027725549764,62.69418266912922,37.451003709804304,-121.13853787298824,202.13357540503105,-128.99979862882594,-45.82134780713039,-216.05518567193042,126.13217647208847,29.66537042319189,-33.51715321304192,75.83216241625905,55.45209895864822,-17.86598047941838,101.74312488430839,-154.01640870887323,21.132321115113637,-108.0927293176196,-22.30645091562837,-183.50634407696148,110.93451562798016,-6.001821313413508,-17.32341064440813,-221.5290458786452,166.61706629681694,105.83879518066144,-8.480902567143124,-167.29747429243758,-19.245782405577266,28.90630082757361,-62.7385247870638,211.5612005473081,36.00771088157478,77.5733757515503,-7.858767649458385,130.70535831329218,-141.4148515064834,162.44058883933013,-29.78987170985276,-125.76494207903295,-12.437727383842516,-158.19575669670112,-126.9036406244533,-13.970782681461902,7.804542267826234,116.06927254700572,31.117386705236868,15.462424104106834,-51.180579263398926,-5.191461663542444,-32.864910223525406,-159.2340705947559,-33.07240597225364,-75.94855755508884,81.65952103164656,-111.747208377813,-142.45709504268217,-63.22621170687877,-96.60045636466413,60.511916547118325,28.6502708652156,10.639062307144503,21.839747858469213,53.158364746010434,-39.115073767809044,-95.23467175527468,-100.13046374082477,118.72086276965973,-121.72910484688647,17.005621799227985,99.84640739592189,-63.24039836652799,82.4734968457912,-15.092725339813992,-19.684721420825415,-51.26836745286894,10.131521688195654,123.25255473673948,17.557757353646004,5.145681051291333,-15.927985552460433,-22.734215722127946,-6.771889870889663,5.038753325724679,4.291777014390215,001
-5264.001592126719,-782.0901097683399,-1480.6190429395308,-483.5918766464334,164.00833669837508,287.90633454071417,1577.120265517425,-987.5772142300807,-158.52649254986983,-78.4187955209404,-865.5877575859536,-39.4068214760252,-229.8922547734884,154.8090824332985,158.38122511009647,136.24440965026974,-109.87830085733655,430.7430448842575,-151.42989776464094,-199.453109547836,-200.98527150894088,-10.625990258293614,249.55377570411815,-121.77906843313446,114.34186571465717,-141.78737025302968,-94.1642965145804,-125.57360369602388,25.331558428893683,17.28276554658355,114.31094246641455,-64.12418575592999,-144.95311413649,219.5413984689813,92.93085300847477,-38.18907886427741,-68.08517406197826,39.052697400776445,-87.79186758239629,-37.25081724459947,21.764452971702582,104.54105544910418,-17.90147079942681,-3.8770724970745145,-19.983665579054772,-0.25392698684651366,-133.94720645529975,181.54854241756235,109.56188321075595,111.01995379247518,-100.29084344485166,6.346812314326182,-12.923431590495792,1.2104522363918633,23.66607593848815,-26.714690792665447,20.52904785685349,-56.85146640069056,-79.96264413779451,49.120863846768074,-72.74351313531872,-167.42193652993373,-42.937643651188964,152.75475436495594,-14.536626730849804,160.96847540752637,-76.16981973714479,-75.11048051904334,-70.64598170940633,-102.43798343853042,-26.984420804983237,-117.6877055510387,59.873625122757886,101.0066557840572,207.78981080653938,-88.01038727203672,-240.3784219994168,39.81824065010938,-26.154381590904247,-66.47369411933701,-22.774204702171097,-88.84713317882232,-73.03418124736685,7.319115365818308,-124.55648179277823,-89.70166792437021,88.86445733159981,59.900044272646866,-116.46241833684446,-14.592196666581529,14.023229569340852,-39.584695539238275,-64.26555541674983,28.82862403684859,57.43748834850772,9.19000658208556,-52.569559846892155,50.82121949639701,32.68028483698545,34.08662119900002,60.72708529890357,-63.23490704231509,-91.44579185060003,-91.5261424925404,58.60844054738972,25.669953710533115,-1.184564599806538,-37.096200947389455,-10.795495602658281,-30.731790930190954,-38.38637695831901,-68.94831104970078,56.34771166542494,21.36634094404409,61.96191561801357,-54.23714126859541,-20.62810870023629,-21.314360501699174,23.305460040955193,4.036848902141034,94.8536193579562,-73.14418352223792,-13.852355884839298,19.016760623509644,-44.28848347608111,-34.758888416553674,-39.022913793371984,-8.856552276385463,-37.51862165981641,45.896798326091414,76.76374405307166,32.02271268249904,34.647494579682004,-59.08551354566615,108.0971995841859,32.584109386472875,-17.25153910205071,92.09742196447155,-3.6484487397152954,71.18375406195247,-24.791135934014783,72.13297397561236,-32.20824702886698,0.842193590508965,-33.33388774154292,62.5783431137085,-49.550493394417295,53.50597671161961,-64.27584472626799,-42.35642121021517,001
-5671.27641243642,-610.9016198680771,-1625.7285342785317,-144.06468661221595,-65.74941417075435,38.91884297230942,1524.040348465751,-1005.3447934445768,-129.055457651355,-248.2697700519928,-1012.9284432827941,-111.18250608327756,-219.18587323869482,198.32450030832203,173.3668382887204,228.4702234670064,111.18665918826801,433.81133123282655,-138.7435424560984,90.56338695442156,-226.63727579990496,73.89060082850953,177.1184906921326,-264.70662486827246,410.6795905233278,148.4182794235621,-201.86188837806475,-106.96669346645209,-39.22518443529921,-32.97904284039578,-51.42580096537871,-12.21863749303446,-5.326262264893459,289.22065442691394,-176.70091298328632,14.740789153763034,51.292659770466194,-143.5941593494998,14.096257496384816,105.00956608839822,47.62147799104297,95.59074986654701,4.308932938074047,7.551039550938018,-52.94875237862071,17.67776649874315,-207.38520474866627,217.85343891645866,102.45853148938725,24.218612143835458,-114.9722036197143,78.10317897637088,-174.54957068935605,70.00582015648338,74.33582247450128,-58.47063302592083,-15.266160983229613,33.79593627711795,-60.48299643688894,-92.53634448930477,12.102084846821326,8.146916816694619,-21.779595060941684,73.48649269672475,-63.4332585234451,64.50497278766234,-0.1891296097218881,-20.845961839230593,-52.85664642143039,-8.675363084601186,36.100741110723426,-51.19589697429821,14.21665135536299,-18.4063857558793,109.5282669430439,22.24852174511412,-184.69158541281615,106.61311068551977,9.203156706143393,31.004395342084358,15.373545779264635,74.83790025826744,13.792287146720934,-32.220028527167884,64.74821002109684,-94.60651919285202,-9.025764471768236,49.244888052319375,138.08354780369294,0.847896113407697,-25.847114339418805,-126.68454123005,41.79163066630769,32.88079446846414,-10.520977699488375,-76.71648209365242,42.7598649516102,-49.37489029836752,-5.007983976542994,105.48291774756694,40.35418555306744,37.39460736349965,-89.56822364010043,-97.4834116677811,-54.7513138470522,-130.09876362671042,8.378658947656518,-21.282187383520814,-10.263206639851889,-68.78730051511546,-12.396657871874725,-52.09177610463359,-68.35222884599455,-18.898079343414288,68.27041555978637,-15.39146327008759,-166.06724767311877,17.935814313925526,-24.404315325371815,60.50964138147511,-109.29343646192008,2.9231541512168575,29.49512229707292,-78.46687746982911,-50.26594975040131,-88.98865009905934,-89.46847515690612,61.0541074465211,46.369795924459254,-14.549110176268526,32.942480579332354,-74.7917478820103,-66.07828681139134,-75.02868763815022,-2.9324751633766377,-79.3457102897976,-50.43464088993945,-124.11632867932784,-30.50079328643992,94.81253585034912,32.143467968920014,-40.22842226760058,-33.90090528280823,-106.23930703512308,-34.26283872344402,-28.37899885208019,-64.38789921232562,-20.498527339556674,48.79209795926812,-7.4408934176327985,001
-5902.348901946373,-987.3798153623244,-1723.5514438273985,-301.5333256085483,154.23732873652528,468.3275208403543,2066.127168245799,-1314.9260969800598,-235.39087276792225,-41.23607015536671,-1001.0924322212,-139.4610008376164,-141.3865764710847,185.6059359389907,362.75818395335733,96.50192306581182,98.01036482123115,-15.926509486587285,-187.33300464411053,41.46066446386118,-198.60784499796344,-38.23981050128724,233.30961687605065,-336.21450752163446,409.8025645991574,-84.02437360023998,-35.61215357106622,-23.52887279212839,28.203452814491758,-2.9928265413256185,-1.2340939464437397,-20.5085127543836,225.43213234115257,378.12506786071333,-106.44330909548395,-10.53352615849039,-11.984491426047043,-83.41745840094363,-60.935544163612064,64.55120208299374,-146.67952019315337,-48.79718907060587,-156.71763985933728,-107.26892743229804,90.33699499974581,-3.8530780960916564,-296.8372262299783,159.36501393900127,47.743718263559046,42.064725590197604,-148.90619791012065,25.780750210547474,11.171176827077515,134.6721847171789,125.55585738811007,-32.309242099864726,-19.07092105773803,3.828482305561415,-130.05870970963738,-145.04617683553658,17.855988985851162,147.54697115334068,4.961601554825864,-112.43158438471626,-173.25903330766974,189.32527581090835,-60.94513119293805,15.455817250717228,78.45774859975326,-38.86909723171873,96.86167357719472,182.54997655754,102.08251360606111,-18.026805789103648,-10.158229707778142,227.80479040395028,-21.998253887321898,-22.063221228006356,36.800389363519045,125.85976486241287,168.55947043805415,8.146993218587763,91.52494997078077,-189.49440591085298,136.98185712638957,1.82597366242199,274.1202983431866,111.16394382220963,181.84698993391095,-222.3181994354701,-53.09020807114992,-101.35381233640918,51.9658039870782,-13.063528861907525,-36.57691013869657,-68.17826150602741,-28.137232840484057,-173.50898936557041,-88.14790311864526,14.965711786247487,-192.13169162396628,-24.104963155092378,39.291881357132596,14.00015313931543,-145.5171895007526,-94.50435127091457,-53.49581948085696,-125.60066045008652,-30.619368815913695,-35.65659343011279,20.954774437436043,3.2217857856961194,-44.45385667881941,-36.935644453400904,102.32943342730441,-4.714196066652793,-75.15483397288666,-37.5951738222479,-9.175223912804826,33.56457054787735,35.20245256595649,-0.8726847175517707,-155.52707447862124,41.16673048567406,-41.90061710901152,-13.758811706381666,85.10659465815972,2.712461965239386,33.721794680770834,64.40185306334405,62.741429748668864,-19.199509489734872,56.797237919825776,17.37901826599103,-61.705582983364025,58.02766608783044,-1.088264841348424,56.835235575433224,-2.7551983633423385,-80.86240789228853,19.60070633136954,-17.839666275699063,45.0127988442082,-54.97004703156251,33.415852967986396,-10.81835954502986,-40.746225112876395,-66.16331700943459,-23.60423479687717,-82.8882804918898,001
-6326.929822145268,-396.773845225069,-2404.7489411807023,-74.33180301289528,-376.78440765078363,-1174.2362140484106,2064.3307475108772,-623.0534168381301,-383.78959375663453,-534.029618640053,-1425.9491890330453,-292.2032360478582,51.703055716944824,117.01252516204332,-290.92379980366906,374.47558338969054,184.50100588246164,323.37916738813215,-95.78286223765558,55.377534029382346,-356.9057590960135,8.553538539070138,449.2203625207231,-583.9543519548943,741.3349336148148,144.3886195343482,-211.50826365129345,-43.58964134392103,-135.23954122607432,-43.54838482200276,-199.16086719606227,-3.9929662153854872,228.64996758027,478.64650238087114,-98.94322584000095,-27.28914433808024,-8.449165149397189,-81.10063775626732,4.427700853892171,-72.8591804908391,32.58829279574657,55.68319693568961,78.83566317979418,-159.74597402404527,-44.91724332662156,-1.691301928338263,-139.88594027298078,383.59272423520986,231.1671416475878,-3.110761337587177,-159.64865810415006,73.41856646059843,-283.65146649681475,120.67122393804725,123.00224860494959,-98.66250698371262,94.87921112686334,115.98395782007786,-83.16769674790487,-181.9031656635624,-8.375303494857159,231.61304701999373,-74.06541040273251,-120.53394941298802,38.1805681639838,-10.79558855353535,16.763186454815525,-51.38252385357023,-72.71792139097703,31.454432167847784,20.706308428066766,34.38973183124733,-69.16423905540599,67.14566425752959,218.67231589489177,-50.021673207794215,-123.66365448938178,99.16151448420102,-46.53073052150485,41.28810905192759,-24.14156529972949,89.28894573024459,-18.367252286070574,-4.981452606487347,10.412144782491154,160.0224843292927,-80.70517370119414,-2.558122672879344,88.76000397092382,10.563925202063258,107.49100023743266,-60.88600419323658,-22.68952890910416,-47.57705725407333,95.88788894528123,-22.46814151234319,86.72926175246786,81.03461985539012,61.20841180650753,17.694022100641217,145.33108922271754,-12.030176316429195,7.345374517287276,-20.10489674998313,17.47238715936013,-22.601168516321923,-20.64763286769304,26.601581060958097,1.9407838315278287,-61.78957901592271,-63.84134817102256,-76.6133749887543,1.0689678248829468,6.672827922259145,-16.47539664802799,-13.678851537643697,56.56305277904966,-117.79842176626913,168.153668797904,-4.3651553169081225,70.69879821846256,16.29743488116541,67.46084812761052,27.603613094672724,-109.06537803702288,-67.05645835893087,-81.00055742738999,-35.235760922771284,-127.41460423876403,56.09929330957978,83.35884728577999,23.789817867933618,-109.1856930146773,34.10030299871619,201.25594296017906,13.531865298983783,-5.233773655914469,118.98501261967073,103.38820499818335,-73.82230779434674,1.6928676035767019,43.1753381765304,-63.93418509041081,-127.91538876094474,9.817786442670869,-48.405600946533816,16.541434315825235,96.66807034368081,-56.30939925926618,-10.711163220161989,001
