C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,ID
-3159.4068837352324,-2233.9648809963837,175.36794613422504,-785.1390485580807,888.5485911342744,2164.244445237743,936.769809467352,-1155.506713564059,65.10462270229573,615.0891222322514,10.955934473177662,130.2616214511056,-456.0044710093228,133.00143695507847,589.4955994805836,-325.77821993441495,-199.41723405205735,71.48057888023469,411.52751222785616,89.08652890398525,-86.16760564374019,-7.7800252558960805,410.31864065992085,36.46488114356768,-180.29269786509522,36.235566435973816,168.14564979270108,-66.15194968148339,-50.70761112076351,108.03190604090578,120.32800726978742,-146.09148483889234,-458.06979365881693,200.57280109806922,42.21828001471526,-26.665201039911633,35.65966101170946,210.11686940365942,-61.50737829737685,-170.66533344318083,118.12161625109677,130.98392836318587,65.65611955036994,168.9882539676064,-38.23284407799134,-24.15618556356244,26.78106352619197,68.655615101328,69.93548641044059,-139.49442787860426,001
-4855.1341269718005,-1809.9903762606507,-898.2714484198316,-590.449159551848,578.4495984030649,1421.2376042672313,1799.6685132584348,-1359.2981834764216,-142.8999264288155,237.0907871152533,-764.6649977986633,-102.74459914233005,-459.4320648653031,214.049992768318,554.4914488098883,-69.95729982092364,188.61521932516305,-23.486299124113433,242.93938861310394,386.08766717271016,-101.80400025180396,69.99485332634498,433.55028452999414,-224.5135873454992,149.57986694235942,2.787843911357442,51.695605249885745,-21.281092036228102,56.989146945138145,32.97615174208711,104.39596377281019,-75.48119965767714,-274.23150869183013,42.25828076360235,-225.00686280031354,51.5987040519361,66.58786541392499,172.80891811230913,-55.48113385031686,42.29309713934614,-9.101725807243156,-10.183024187429547,-59.35637539357966,-35.81344630166338,20.480194803582346,-22.395017433879243,-17.158204773868146,197.9881633700923,30.66277923046978,-47.62546442084845,001
-836.2939879969709,-2418.102216521817,883.2877106329192,-972.235594140959,995.322714519068,2036.4871677088552,155.49315821439427,-260.4292907457315,108.20319135907253,935.4648780570817,645.8247748438127,176.15454856717233,-154.21284438428705,-116.55025649081276,-388.00316800438713,-157.96532051271143,-320.1585532502956,241.37002035164778,535.3405639000704,-61.11236922898533,-152.31071099662282,-40.611918163158904,436.00629010432596,248.43085355751458,-398.69447590578784,296.05343154321315,234.55631760546902,-16.38636473950979,-171.49689377735672,230.0728935544614,-25.720462008470232,-126.28298790563007,-177.65015561532022,-133.18672459875538,-213.148479187793,39.08049308966387,46.84764623599267,230.18720752675407,24.68359227759234,-151.62776072319133,243.0784050572767,119.56359762177499,44.50461748272305,90.31023226821114,-36.10573403951169,6.7227522067067484,35.79483102199214,56.93129498419637,150.71619559692658,-133.3418402170394,001
-637.84707457959,-2665.391608660104,1232.3677709761935,-974.1512099261125,979.3663953998223,1826.0740369474586,-77.4793100347561,107.07335808886835,49.73196936303662,902.9416809207951,546.9724203899725,6.393417990521071,-140.50042924501182,-104.85842728844233,-550.5923988456456,-56.05927705623174,-258.3398803814334,199.16725853296907,325.64310803133066,-92.64911927971724,-141.6807312374282,-66.4798634552616,275.86087212801294,214.1577085765922,-294.8515355735325,263.60667238194105,336.29499098752274,-32.13391001828537,-265.05520680937695,31.733701402870715,-390.9172086440181,-47.11442148117152,158.74698032154396,-109.34893297244224,-302.4940081393475,93.08273355280329,121.3206463354576,26.619519241861862,46.59222176980071,-4.1372356835475035,121.15916451577951,2.7195077694227763,-54.70161688373079,-12.265098082579106,-46.709941896611014,63.69180875136827,-255.15438802184664,70.2487539455392,29.924311255187156,-188.9293528620127,001
-2785.8059355703845,-1989.6947615425584,163.4253004459453,-877.3998120655086,851.78222400192,1988.5663802328663,682.8254381471153,-863.2074006524141,75.53597666482885,657.5097823692599,290.9272804448749,200.15101655440944,-520.2284203680181,79.15506997331607,368.23145486859266,-439.00395894896275,-228.66273351418593,-118.32016494156416,337.1309602362559,-121.22854221757096,-248.35136302813763,-102.65754889139153,702.8042831406902,10.51081009596676,-196.35195138027458,11.811754873308862,101.54878308727416,-84.93245069995831,-48.39683492370754,105.96183533958994,44.70541548275721,-146.02021785323635,-456.3540646673337,162.19205587957393,-99.50276997712392,0.6526839477646555,45.32456608332264,189.50549469423092,-38.80593801509181,-168.23500544494004,123.85654389370252,117.97302981658406,51.58188045992782,140.8492082375216,-42.12511508571095,-18.773406501757467,-52.96896934846028,194.44520919550493,7.4621359911689815,-151.60205780402498,001
-6100.044371760287,446.2120331254091,-2508.000163636718,-191.2745118750339,-631.5294937353282,-2374.477037855762,1351.3969760356865,269.61314817664163,-374.55602953092546,-1139.4454975341691,-908.3529815124714,-445.94254798740644,514.5197262922532,-16.03768152943597,-707.0421339720288,368.3867841644984,418.385269776353,-93.3349263866728,-95.45286153802206,252.6757501490696,-266.1074050505625,10.986081440248121,260.8572600853468,-613.2191782751441,864.5342863266211,240.69971149189254,-324.519347669237,98.16750823733791,-465.28109667684146,-147.3135390149167,-361.32867500310493,-14.962617284258389,307.68778869265634,-250.78020337087912,43.228303439196445,19.719850344269478,-17.09480701962893,-451.9239116658656,137.01834742022092,248.5575715651964,-235.8354234502159,-77.1777236077121,-197.29236072381528,-52.18242046555516,128.13111087808608,11.975867847448745,55.14930295208212,-12.09109420632018,92.75464242647837,-75.75900728484281,001
-5264.00159212687,-782.0901097714009,-1480.6190429594556,-483.59187667174353,164.0083367926355,287.9063343128803,1577.1202654821,-987.5772151886948,-158.52648920193545,-78.41879873176985,-865.5877122516371,-39.40681123921584,-229.8922905244595,154.80903759133645,158.38119959549334,136.24470238182607,-109.87849731421147,430.7429843513352,-151.42916408227464,-199.45174559531083,-200.9858571458954,-10.625809855859412,249.54734044855456,-121.7779996033201,114.35868382654465,-141.79678156430137,-94.16021147450863,-125.56313406047406,25.334081672080142,17.265431289902004,114.28163179066448,-64.09330886021822,-144.96540909455692,219.77885267118492,93.42429847883369,-39.11100942172946,-67.80752869402708,38.2178149286043,-88.36918065951018,-35.38230868758262,21.698523609966514,106.14363361210891,-18.578911466639653,-5.063892164065075,-19.285816396134123,-2.579870430161201,-125.27578401628365,185.11569053777873,97.00890361629183,-129.39501340991947,001
-5671.27641243645,-610.901619869798,-1625.728534291623,-144.0646866197602,-65.74941414917983,38.918842901404496,1524.040348435288,-1005.3447937224503,-129.05545670426258,-248.26977136042146,-1012.9284273457993,-111.18249696953913,-219.1858933770388,198.32448738706574,173.36681708670946,228.47025831745904,111.18657052730985,433.81129387097155,-138.74329661473524,90.56390300389081,-226.63709341848582,73.89035814446599,177.11574099510835,-264.705579078258,410.68588282645374,148.41561102443532,-201.868213118319,-106.9632460496206,-39.23073319906445,-32.98908625035537,-51.433348963380574,-12.232808441152299,-5.311060225368777,289.2432059870618,-176.53293584243497,14.453225207594535,51.23314425956046,-144.11733898495797,13.452928839570845,105.92408898487442,46.66370411832703,96.02568719264745,4.668765006982041,7.895880417882562,-52.904758924824556,17.310664655918934,-192.88022307337076,233.2670408781534,91.86113386443206,-64.63766148446098,001
-5902.348901946386,-987.3798153659629,-1723.5514438479058,-301.5333255998843,154.23732869162777,468.32752083094584,2066.1271678974426,-1314.926096977826,-235.3908725342734,-41.23607158170247,-1001.0924338473039,-139.4609842705241,-141.38660493361945,185.60589640683384,362.7581325617734,96.50191155649442,98.01017731135117,-15.926628199419767,-187.33275937930864,41.46137756514527,-198.60762299756848,-38.24072233479531,233.30747638200745,-336.213533553732,409.806002961789,-84.02477949871684,-35.62021488469912,-23.493863483350818,28.190794989276384,-3.02123834773542,-1.2005268401865299,-20.490344333001826,225.46064020652886,378.0074617392522,-106.369114292719,-10.780885334868639,-12.230009938193824,-83.70362652626025,-61.744965362657446,64.54840673029955,-146.24868937417762,-48.92566544755737,-155.20119411931105,-107.21203100658668,90.72798091796953,-3.8821540806895225,-290.20305628372193,186.29379410540395,36.71217700748762,-87.09174370903402,001
-6326.929822145145,-396.77384522258836,-2404.748941180461,-74.33180300549392,-376.78440768868785,-1174.236214058695,2064.330747579451,-623.053417016936,-383.7895936756215,-534.029615041021,-1425.9491913093132,-292.2032527753141,51.70306645314947,117.01262995052588,-290.92373520094367,374.47522457588184,184.50119818902195,323.37920446132614,-95.78283615332657,55.3765410430748,-356.9057951838109,8.553243256928724,449.2238466142084,-583.951898132743,741.3315996576159,144.39087791541368,-211.51568756717953,-43.622510955031245,-135.2420332032107,-43.53813415050495,-199.17932346874116,-4.115910742190169,228.6450424164982,478.7119563950985,-99.06237383166402,-26.80122534638967,-8.658304078996686,-81.42547174740854,4.202860997363975,-72.34312343972626,29.206344513491004,54.88141321239647,77.69581340980137,-157.8656211009303,-44.817459194685284,-2.059976386843911,-105.15646088975981,390.3176029494453,224.76911765148827,-73.47940799560784,001
