C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,ID
3577.4049003022374,1841.018774893681,-57.26837003269423,713.2699377553855,-941.6419845732058,-1149.170707365647,522.8674938813766,1485.7200210111562,390.27637547830903,-320.10977495074366,-180.56811607544458,-186.1341469605272,97.30370533893375,114.43507291971257,-377.82010084231723,-88.9538897691871,792.5194997087963,-344.2903657615905,-402.4405617281866,-1117.8823715682063,924.9094964340371,-670.3302460891922,53.10360840648396,-773.7908459844413,-44.92905296142283,-825.7383076177537,420.7353954472689,462.52610817174747,89.40086152737085,321.23123320927124,-228.4864752614666,-1.052940633240948,-115.37769873474325,41.30679710118716,-179.03279869677,-52.13255923275901,46.94794256220747,-45.47169522361039,-21.27459104552474,33.18046551100333,195.5342217564166,3.149601539010099,178.12930531115947,-212.82460657943102,210.58201684985676,187.4231597049114,-186.8402294983083,-206.5953010267111,181.60797041872416,37.17555205971752,179.64437489226373,-38.598472189563125,-7.391752960597483,140.48653886577657,-263.81261092636856,-12.251989029486905,-46.427981429380544,65.32607692975077,48.24057900802058,-184.45894496510866,71.30009533545328,33.6130129061735,-9.669377493577096,-21.443560868298384,-15.922049116229811,70.79101975500899,105.73062407259067,8.458403979169498,-14.168248996669602,62.83038519260957,005
191.70019023642763,2865.0016843330873,1038.2564864449812,2407.1720304309547,-194.93747745992886,1102.642876638286,-284.96044830869596,895.4273674366243,-190.62858708575416,2626.1738120238724,-1626.8924255275601,4581.6850567903575,2425.4727097980335,1924.8522183779226,-399.93313711551644,394.0654122076804,-95.21241194961237,-532.0210489193151,-199.80286311809198,124.93227135434566,-388.4172812213463,-217.2154740446446,53.14856051677375,0.912864729830194,-58.54073979666431,48.99032236941818,-19.481372828040996,-34.047308024424595,0.026914344223073396,25.02817224676724,54.17592933704911,-43.22782170636819,-18.794859604255638,-42.97708404576501,-53.747695911688396,0.6449033391308653,-14.374728514421523,11.403404100802074,-12.225502262719619,-7.892856887590657,-29.22989755325461,-29.44633843489641,-8.774803429742551,-0.31592099375052085,22.84041092051433,1.4258409254130793,-1.7743209919157044,18.462288833278507,6.509390759976408,5.429500778777611,2.0165477177209543,22.48134099781245,6.401521631062508,10.943352119961904,-4.3212560763304415,-2.652300418453733,-0.5555073931124547,-3.065259768851214,-1.490220319383894,-8.337022980111012,5.759062365716479,14.752271225690109,7.67288294867728,-4.208825671618991,1.8842398472389652,-8.146910005560919,-7.465375013869538,-3.792003925603777,1.2633338616296674,4.328134504826441,005
3578.004150587903,-1755.4857642851593,513.8686236838973,113.69110397593047,-585.9000741867362,-389.8449936094161,1102.0363201704945,-752.3695085270817,343.6906591705382,160.28040989899142,155.73840176686977,106.66495235752993,206.00054404527637,-163.28114767949774,-336.4217166774389,-42.933277343676224,-274.2254171102008,92.94629057361358,337.0179871300777,-258.6608291318816,79.72071755657352,245.20635526123158,17.8286099275914,15.25655858529023,-457.6742803670478,76.58709945759682,-55.416866370347016,186.85840519818632,-302.6923002636464,86.13396348149459,43.55994942925464,8.76580965692976,-76.17089197336902,43.93644757789981,16.793544190150946,55.93930274612427,-59.971627724138905,159.59700517806397,-227.55381409988848,-241.13569953093221,7.493348064128209,-126.61198655187795,-37.42820727152657,150.42497736994235,-151.39703588099943,-91.80288781369231,-145.63866250173768,-77.93261197219634,57.97378983217832,-226.4519151604771,145.49435697521926,-99.44672649461398,-157.44141584055893,-2.817445336383084,-41.9956396436357,8.658265329701493,18.347664534626315,-64.26543313566073,-13.711994406238917,132.73555449118575,-108.26707965357915,21.984005263400906,-13.905548279161062,127.26492868794053,38.47161184271048,-178.56722534666272,-10.066704885509285,66.20781332615717,-1.8626155834054143,-33.19330619581356,005
2173.1133495772674,1036.3664715952666,303.0661667361714,918.6426784894082,-793.0571097140654,-727.4917128323874,208.28740581607366,-630.3663954102736,-109.34067713847786,86.33216647526059,-177.250404249233,243.3029492553344,-409.87798968250127,57.85479701930734,197.89156582388574,-175.20040499584567,342.7863912374983,-76.67459538769425,-347.98032376172296,-784.0541149504957,97.48214318708993,473.39568497506696,53.85491766183452,-423.9542976817884,1.8192450321358236,-523.76665569287,-51.786430207320755,52.49038174159607,-108.8976044633811,-254.2235660068069,76.59763810700505,-179.06065252067594,-47.707086432766616,-70.3532446221989,17.02213581471514,192.84534955442305,-4.754250520089293,28.680767324280506,-131.3464923527827,76.65128503171927,-143.16197147461952,340.33034408480245,-53.26814214941383,92.02824175374927,-225.0642264338517,28.098945602530993,130.518509786847,-5.468451355034603,-125.22474841507702,24.218821917202238,40.98278021130395,-55.567545807511735,-61.30612559060655,-132.15318725872967,286.04236894420586,-80.25558252046385,-85.32412544566252,-9.584284503148734,9.322647935871917,81.59650648606471,-46.185515560650245,-6.52200870584155,-37.38326092353203,72.60408570452913,2.758561535535715,-96.85934332918485,-11.225973864610609,102.2834207284381,41.77277713616763,-49.838712874645914,005
2524.028459700648,1178.2911495064513,179.28106359619022,828.1975089105911,-835.4703258616516,-803.8724162361008,282.24300296737056,-677.9574544409905,-68.10620708967119,29.310019776949417,-2.4423719912746478,175.24358700164925,-337.3615593286094,-26.313313305095587,222.95556308840878,-25.241424325821882,317.8640919104239,50.01042751031019,-560.4562776625748,-573.6247922754595,-83.75899508886376,150.15842471326562,332.5001775709712,-403.2979360575509,222.75066463198908,-428.1617356732495,295.5437344192409,96.43183328134599,-327.1656835324245,-248.62657858835408,-21.689447341354025,-239.3203253039539,-156.618227214391,44.618266970174616,26.37619088116346,278.12040140119876,-58.90865575186576,-193.81473446595436,-152.19949543936207,-81.46297735882585,107.35551551587426,423.595052028516,-88.49571195836856,213.7786072608549,-246.53596354770272,-0.012309638892781296,32.54329153611352,-66.76291439781777,-130.3994009952618,-37.978193921740086,-79.59897236579374,-55.742523163585076,-56.02382052065961,79.36603690617201,115.71120354640698,-204.2620324133001,-92.03463771963598,74.7165511836246,-2.615290043074113,-71.48567005109845,-57.321866911071886,136.81534215228456,104.03504445075892,7.653593380722096,-97.82687387472951,-94.48266950736179,-0.11974448028056682,4.482520800424238,23.210561861268317,4.05662741314429,005
3740.824089198661,-1186.1009036811506,229.96579224856615,-257.567013151959,-500.73900348421375,-461.32590457953535,1069.4527854603134,-343.49168553812524,296.80870693539157,-422.3145981726083,-388.43467965368916,62.61720810779175,-223.12263921957785,181.48947225964434,-729.4473266994526,-134.53872921995008,331.6345707190572,-42.75884740336853,67.35310102737701,-462.25611531349944,123.79676203653653,546.0843454927049,468.1135636312051,90.27864417466766,-141.93734993567608,83.82316749268719,410.2889026459997,-521.9973671746749,146.82881400102477,-306.42111301120366,461.96033648876517,93.88790064567971,63.7341529934079,-55.66618287892738,-21.933446812407432,-236.97158320591092,212.67196832157197,13.649645312213314,-118.85550309283583,108.40902905749765,-1.6241034054984789,-250.36318360106597,132.82910792236677,-74.81510730173387,204.7339955472158,-17.543138124926976,15.485547969889005,276.7507496098556,263.25655557247956,151.71267870480062,-20.686555903697425,-153.22402251137845,-47.380971750136254,-161.87288937821762,115.0505883469308,-105.23502150494775,44.556565122258675,162.42773586089237,-183.98273332747885,-113.93366165035141,-101.48892718373973,-88.99798285746068,216.80598298450633,190.4075096220438,-19.13925036936733,61.27619077840805,-2.786307203263246,11.066802331100437,116.22442878435372,-134.00793545534708,005
1106.7229926185971,-4542.070304900958,1437.6588256089199,1042.8679719506922,545.3864958216506,490.84261268411694,-1312.4545532236777,-280.9595650722862,-497.70868039588606,1269.8470148407719,959.4747825819165,170.8198400594409,-870.8109144908078,-286.8874949096341,-160.4258468916013,437.21831930139865,204.6635090979043,-529.423603353919,690.7098434049285,-386.3016011170104,-242.62506224743393,546.6981119888763,-62.2890539855411,349.2706503838924,-145.0695207409708,262.73514997532794,-80.5438328915209,16.287173720039164,64.46178586099316,889.0716261534318,-12.215999839979444,184.9274724506459,-146.3016921814612,-347.67186755455367,-37.54741790767781,-18.912542138130064,-251.4624387811153,-42.06097057804109,-291.05559791305024,-73.35723452081005,14.485800962147067,92.25600869885454,-230.45825534529877,132.14882088300655,78.22326611338225,188.55372754363057,208.3526086955246,-86.24968098241153,-93.94976737506914,266.356232682129,27.882349156953303,-5.120416405656529,-22.414224614136483,54.28122228616307,13.299218521600723,-98.03996409796646,120.19194841683117,110.82453628323263,-120.39914257752565,-160.19260177908444,-11.895016051907035,-52.11560044422363,-169.924232460651,3.658159823477494,-38.433591539921395,-49.59467710522706,66.22701556762293,-46.83897265016821,-122.17719039167837,-80.36504574138709,005
1883.6469256557823,2083.5866776310204,140.22860247381152,735.5649664635322,-1628.5907006418336,-1387.5220271012408,24.683107195784228,-218.45670977228906,3.1073874658236926,69.16383756353994,-438.79060684585323,206.61268536996752,-226.92723407612425,-225.9811761582831,170.9131105595596,-511.12922219994925,-30.593485568016376,10.71331392725162,-354.0130291599894,-850.0808882979821,587.6371278308507,152.35322197442795,47.21336487849808,-335.4315115179501,-189.04088335719652,-376.04059229193365,58.80492815524917,-221.18048943817425,15.17580820045191,-84.09982483729497,19.93646598453011,-155.83962610254605,145.4125825394785,-182.23893613770386,92.96442973683085,215.33482857493706,-58.439609103988595,-26.43475295567977,-184.28924379124433,-154.92889624055044,-47.96876981893646,-134.31752106968906,-26.794318208921556,28.685143509807265,-176.73483208439941,-183.13433119334474,195.0710621904004,269.60453658899445,-148.7204152640795,187.961008924431,-31.98695615878455,167.60572046774814,178.91199463569927,-239.05820026499552,-55.66988166510307,366.372005279424,77.57331677452312,-56.097991679404174,-72.88990094784748,59.17712160666177,249.04451871087932,-110.72635776627251,-169.6816548741544,-63.980061649212416,30.005076475783994,115.39760770537413,-169.61106771622843,-20.824692252203548,-119.40542719735916,-64.22185258746678,005
1348.3001865984436,132.01605822077505,482.1191963996075,558.7453190428197,-1110.1642164152138,-663.3409192078525,-371.52366221909494,-423.8304590769748,-221.9759424333676,103.11484191541416,-174.10743981376189,132.87096320341215,-704.2999545416458,-18.139469766195248,215.25394224649267,-172.14806794470167,83.06397264231266,87.04268858666794,-89.14763636827838,44.782652112726986,-234.776780348564,357.14239797815213,16.230271006608163,51.380456100761734,-398.15647138528954,163.25469104233449,125.72683516937967,65.66119760886107,-100.65095580522416,111.83346697114493,183.7573454182855,-112.413088192967,-47.047049920579205,1.609775474978774,-135.8361182430998,2.068644875775089,218.5220431015823,70.63416315048771,-127.92794440342367,-111.19860920584928,-76.45804613255893,-94.29273316698792,148.38104204208295,-82.62829080237483,-44.60195153180247,-66.7250549849585,-8.926174033570808,55.00219216524584,-82.0077305567165,52.642344216115376,32.00434408190309,22.28509559677625,184.61892490699066,-11.264075002355646,109.07865827193449,-76.32198954752604,-86.80106037970425,51.31531384314895,14.593529432616505,-89.52420688372386,-54.110463714394484,95.24666647540052,16.917516756632573,-76.55446569732658,-54.53186265428938,-90.83680437353554,-30.398549353781736,-130.97256719504225,73.10735978031919,67.19883534374839,005
1043.3137068501662,-672.2777825561551,415.9887090477286,248.72506548350796,-538.497252898792,-157.99299011723585,-161.92136212141494,-682.5256851866383,-182.09766005403145,-334.653230390532,-484.3789447434113,74.46673302632782,-611.1247978472953,564.0111729314141,-27.97980644347207,-367.2574946861425,262.773169650662,-335.4686333228258,84.21802130759725,0.7989601002304431,73.73600864892988,717.7534083308025,-91.60440935182149,166.10249054535012,-174.45910024690852,179.62247849723812,-96.49932424256731,106.1360164508506,164.5645693406981,132.86900745528143,-120.50272877900171,110.58746426867236,-165.39005369943092,139.9403366800051,-126.54469720116501,-129.78317776243125,32.71268194758445,134.91216008468757,5.9423745494268445,8.461493086599102,-319.19162262412186,-85.00562816499273,-67.21936628602388,-190.3047690116235,-76.53728155608265,-3.5916857134933546,-17.262407491535736,54.007324948549474,-186.69504452364396,-232.98473404896706,174.7194356363448,-185.81298747865156,-258.7922762381119,-139.35849735493514,-11.82346334674961,-18.463926521432164,-164.10105867894129,23.75476220028676,127.14786459935421,115.57824139531954,316.92903770108643,-15.061908497352702,82.77005782564092,-196.21683144874234,262.67629110275345,114.44338240537535,148.08632984632416,219.09634075443367,46.85278877913875,-27.48963932190778,005
